Fecha,Tasa_efectiva_promedio_ponderada,Montos_desembolsados,Numero_de_creditos_desembolsados,Plazo
45219,10,425905506,2,5
45002,18.66,2826229658,45,5
45044,21.11,127897035,1,3
45205,14.92,138125631,2,5
45184,18.17,3603790103,21,3
45205,19,19292111,1,4
45030,19.33,6586638182,46,3
45205,17.55,339164674,1,3
45163,19.25,634834707,4,4
45079,16.15,24037345569,379,5
45205,7.5,92425492,1,3
45002,15.43,3054949507,51,3
45184,17.8,98564088,6,2
45086,17.37,613343545,9,4
45212,19.2,47703175,2,3
45198,13.25,113029998,1,4
45100,17.48,184671535,1,3
45212,18.78,938801629,4,4
45233,5.75,274763244,3,5
45044,22.49,610784556,7,5
45240,14,32693239,1,4
45121,18.16,17603145,1,2
45219,18.2,78455551,1,4
45226,16.63,205759614,1,5
45205,17.04,96393185,1,3
45121,18.16,46404949,4,1
45205,13.25,56453326,1,4
45233,17.35,27947945,1,4
45282,5,943560344,15,4
45065,25.42,2956383825,15,5
45247,10.75,4000000,1,1
45023,18.37,2433549022,16,4
45261,16.54,156868854,1,4
45121,18.9,279830155,1,5
45254,17.6,144746207,1,4
45205,14.45,352885941,6,4
44988,17.22,7472055910,33,4
45261,14.35,89037836,1,3
45233,17.65,503878796,1,3
45212,16.87,508446341,18,3
45212,5,74907235,1,5
45184,14.71,445021594,10,1
45198,14,49420306,1,3
45261,5,64704559,1,5
45086,18.31,7155825441,29,4
45170,19.28,13462768227,67,4
45247,17.9,71899654,1,4
45044,17.36,587737081,10,4
45163,21.21,9724255253,142,5
45198,15.65,139110683,2,5
45219,16.25,131787708,2,4
44981,17.75,62304848,1,1
45233,5,91682637,1,5
45107,17.16,337079117,23,1
45233,14,54173823,1,4
44953,19.41,286763108,9,3
45261,14,62093539,1,5
45247,15.12,44002959,1,5
45086,16.66,3763935445,15,4
44988,18.35,1988075551,24,4
45254,9.85,103488011,1,3
45198,14,44504775,1,4
45205,18.45,145086017,1,4
45212,14,104431881,2,4
45212,18.45,130317427,1,3
45205,15.19,2392567767,28,4
45121,17.07,9095928033,34,4
45037,18.42,12127554306,44,4
44988,19.68,643317152,9,4
45016,15.56,238226812.3,4,2
45247,15.12,22123716,1,5
45282,15.75,100501853,1,4
45037,18.36,75378507,5,2
45100,18.51,894093505,5,3
45261,5,108213408,1,5
45226,14,8250000,1,2
44946,18.49,1517508511,7,4
44988,16.89,9898747297,68,3
45282,17.18,197239475,1,4
45233,21,51987194,1,3
44995,21.33,47193717,1,3
44995,15.65,1890447033,36,3
45212,18.05,9000000,1,2
45016,17.72,1688778375,8,3
45198,17.32,61981164,1,4
45107,16.93,18556948014,102,3
45205,7.87,413999747,2,4
45037,18.57,11747194183,50,4
45240,14,91528623,2,4
45037,18.83,939477085,9,3
45226,17.35,13013325,1,3
45226,17.01,567866299,3,4
45079,18.44,289539755,3,4
45247,16.8,125365363,1,4
44974,16.6,507157024,10,3
45100,17.12,8084294698,28,4
45016,25.46,1613250116,10,5
45086,16.15,480049303,1,4
45233,9.9,91430142,2,5
45254,16.15,49437091,1,4
45233,17.35,338271178,1,3
45219,17.07,236669552,1,3
45219,15.25,6000000,1,1
45212,8.9,54742516,1,4
45037,23.83,2012638043,22,5
45233,13.94,320796149,3,4
45233,5,84382235,1,4
45065,16.12,875925231,14,3
45261,16.06,446894998,4,3
45247,14.78,418125368,8,5
45254,13.55,310827558,5,4
45261,18.75,129286373,1,3
45065,17.75,118390068,2,1
45205,17.32,253594303,1,5
45002,21.31,200150661,4,4
45219,17.65,84936065,1,3
45233,16.21,215167585,2,3
45254,19.85,33695636,1,4
45009,16.91,2098897311,18,3
45240,19,221999754,1,5
44974,16.43,3125280999,39,4
45247,8.98,214282849,4,5
45226,16.9,185014037,1,4
45261,13.84,163025816,3,4
45212,17.8,403207056,1,4
45233,5,74866713,1,4
45030,19.52,509136212,6,5
45226,14.95,615346796,9,5
45219,14,238005577,3,4
45170,19.23,361978343,5,1
45226,9.27,279522088,4,5
45219,17.81,22648625,2,4
45247,5,106076003,2,5
45226,16.75,72904557,1,4
45261,16.75,61652672,1,4
45219,14,336830915,4,4
45240,13.66,1065407659,11,4
45016,20.74,210159838,2,3
45212,16.78,205128069,2,4
45198,19.3,5300000,1,1
44939,16.74,281241519,5,3
45212,17.18,182222072,1,4
45128,17.79,88974345,5,2
45254,18.3,155673315,1,5
45261,18.16,9000000,1,3
45226,15.12,54756482,1,5
45247,15.86,332154802,1,4
45086,17.94,120075305,3,2
45212,17.45,193795827,1,4
45233,17.25,466160032,1,4
45198,15.39,268999213,1,5
45254,16,99909987,1,4
44967,18.21,3134520394,16,4
45170,16.62,472376996,16,1
45100,17.59,3913440026,16,4
45261,18.45,558325703,3,5
45156,18.15,4008788525,10,4
45030,19.63,361027304,1,4
45212,18.05,7391759,1,3
45002,20.57,1458031065,8,4
45261,17.25,552971305,1,4
45184,17.95,12884005335,53,4
44981,18.81,1610959506,7,3
45198,9.31,430444916,5,5
45156,20.99,7000000,1,4
45254,10.1,73562102,1,5
45226,16.13,151638312,1,5
44988,20.92,673638876,8,4
45254,16.75,73913046,1,4
45233,18.05,16730264,1,3
45282,14.6,272530025,5,5
45226,13.93,1319542016,13,4
45156,16.82,418158617,11,4
45219,20.35,68939715,1,4
45198,16.75,21147345,1,4
44939,17.72,1859890919,10,3
45044,20.22,194004347,5,2
45233,5,125561081,1,4
45177,15.51,11460230074,182,5
45198,18.35,289534957,2,4
45037,19.23,310800078,3,4
45226,14.59,228681876,4,5
45198,17.46,184802619,1,5
45233,14,25770377,1,3
45226,14,970233964,11,4
45198,18.39,49759033,2,3
45261,16,130019265,1,4
45226,14.85,911995738,10,4
45240,17.74,10211361,1,3
45163,21.19,7075819971,100,5
45198,14,346399733,4,4
45044,18.19,2521561144,13,4
44939,18.45,104999999,1,3
45030,23.9,559989283,5,4
45226,17.74,13319289,1,2
45219,18.05,12586548,1,2
45205,15.25,62120219,1,5
45212,9.3,78196888,1,5
45226,16.23,215906093,5,5
45219,15.51,3439301114,42,4
45121,19.17,876352699,5,4
45219,17.15,1031300761,3,4
45107,19.77,512516322,7,1
45240,16.08,293522877,1,4
45226,8.9,64430839,1,5
45065,18.3,808899704,7,4
45261,14,126747604,1,1
45128,16.46,233133483,7,1
45247,17.45,122625814,1,3
45233,17.9,99279353,1,1
45156,16.76,6878031774,50,3
45198,16.8,141917492,1,4
45212,21.63,85766326,1,4
45226,17.65,98842733,1,3
45121,18.48,11316366300,49,4
45247,14,45510616,1,4
44939,21.27,1254111104,16,5
45051,19.15,81136487,2,3
45233,15.5,84980878.8,1,4
45100,19.11,2033762849,14,4
45205,15.86,1158573173,19,5
45261,16.95,96813765,2,4
45065,17.7,2615677797,24,3
45247,14.3,120144733,1,3
45079,18.68,255978335,4,3
45009,18.18,184355993,2,4
45205,15,52828037,1,4
44974,18.71,1085445281,7,4
45030,19.43,3704155565,16,3
45247,5,99087154,1,5
45177,8.75,1808915,1,2
45205,8.6,92619629,1,5
45254,18.3,233334466,1,5
45254,14,33656394,1,5
44967,16.96,1229141283,29,3
45079,20.07,2002291557,9,4
44953,20.03,299991277,2,4
45051,17.49,62188767,2,2
45247,17.54,54756539,2,3
45205,8.8,77728085,1,4
45058,16.22,1290997394,37,3
45240,9.26,172397076,3,5
45233,19.84,65761378,1,4
45212,14,49758984,1,4
45254,14.78,1016100288,10,4
45198,14,2320000,1,3
45240,14,107512353,2,4
45016,17.77,1114219939,26,4
45282,18.44,156994253,1,5
45254,17.6,137314845,1,4
45226,8.9,105070664,1,5
45198,17.74,6000000,1,2
45205,18.1,78996968,1,4
45226,18,640488249,3,4
45100,17.25,11374743854,42,4
45198,14,141150386,2,5
45100,18.98,3795346552,30,3
45198,14,41448321,1,5
45205,13.3,501256785,1,3
45142,18.3,1089821017,4,4
44967,23.6,631916751,8,4
45051,15.66,3463217060,45,4
45212,19.3,7400000,1,1
45240,14.9,347963194,4,4
45135,18.9,808442591,8,4
45198,7.5,56008308,1,3
44988,19.03,4814872952,32,3
44981,18.9,91271006,4,4
45247,18.05,209973905,1,4
45037,14,79437588,1,4
45065,18.57,1476577306,9,3
45254,17.46,6900000,1,4
45198,8.97,429328005,7,5
45170,18.67,3972550505,43,3
45261,15.8,171050665,1,4
45261,13.92,488191913,9,4
45156,16.23,1583335463,32,3
45261,15.55,304585387,6,4
45247,14,47153664,1,4
45198,16.72,425174743,5,3
45128,21.91,8433298463,112,5
45212,14,185506244,3,4
45100,18.02,8871595684,39,4
45058,18.45,367192943,4,3
45093,16.41,898072059,14,3
45044,18.75,847951195,6,3
45261,14,23060064,1,4
44953,18.67,508873763,5,4
45051,18.65,175318318,1,4
45254,17.04,102383839,1,3
45009,19.56,212514878,12,2
45205,14,59302887,1,4
45198,9.22,316921981,5,5
45261,13.25,109784656,1,4
45247,19.75,66385141,1,4
45233,10.5,85335023.08,1,4
45163,18.55,2156884039,16,4
45226,6.03,404844471,1,4
45100,20.41,628541088,3,4
45142,18.45,3237156996,16,4
45261,16.06,284731038,1,4
45233,14,35329377,1,3
45023,18.25,4353814362,21,4
45044,19.54,309673203,4,3
45261,18.77,279926501,2,4
45205,17.1,34819151,2,4
45016,18.85,51892569,1,2
45030,17.56,633325745.4,4,4
45247,18.3,120937001,1,4
45198,14,19628963,1,4
45128,18.1,1637405634,7,3
45282,8.8,298998938,1,4
45254,14.71,944946639,10,4
44995,25.41,1815107073,7,4
45128,16.74,330854718,4,3
45044,16.94,5257601519,24,3
45212,14,65492235,1,5
45086,17.66,65435276,1,5
45212,13.66,164096085,2,4
44946,15.98,1210066059,30,3
45016,23.84,1544480542,19,5
45261,13.93,637951389,6,4
45002,17.8,4431778132,23,5
45219,14,60957785,1,4
45142,17.46,946312221,3,4
45086,17.05,2904675881,81,4
45233,9.08,326632862,4,5
45233,14,111491879,2,4
45212,16.53,165858635,3,5
45065,23.75,2191675343,25,5
45205,14,85342235,1,4
45233,7.18,202699139,1,3
45247,15,134191156.4,1,4
45163,16.85,1600701918,8,4
45030,16.45,2823445546,32,4
45205,5,5226391207,50,5
45247,14,96309468,1,5
45247,15.87,565642435,5,4
45009,17.7,859243866,11,4
45205,16.41,251863896,3,4
45226,16.77,259593903,1,5
45219,18.16,345799515,1,3
45219,17.56,481430931,4,5
45212,17.15,128212381,1,3
45191,16.72,888206669,5,3
44988,19.78,348636899,4,3
45226,17.88,172013846,1,4
45149,17.78,258135117,3,3
45254,19.48,183604328,2,4
45058,18.71,3516840171,18,3
45044,17.14,12941041653,85,3
45219,8.8,95840279,1,4
45219,15.18,2214072943,29,4
45002,18.45,367975268,2,3
45226,19.3,6000000,1,1
45233,5,236534541,3,5
45212,8.7,52427314,1,5
45212,8.83,239380444,5,4
45198,17.6,77352611,1,4
45282,16.65,28460914,1,4
45093,17.98,6261827907,32,4
45247,17.15,151498840.1,1,4
44953,18.32,4119829373,59,5
44939,21.41,27943519,1,4
45198,16.05,199087388,1,4
45247,19.2,100020967,1,4
45198,13.3,194532352,1,4
45282,14,187728605,1,3
45114,17.44,6428781571,37,5
45037,20.92,1107945906,4,4
45254,5.96,116068511,1,5
45079,14.82,2493118603,47,3
45233,13.58,354552205,5,3
45212,8.77,164695727,2,5
45254,19.1,214609082,1,4
45261,14,233096156,3,4
45247,17.6,311835507,1,3
45261,6.85,477499999,2,4
45191,19.86,1883458654,8,4
45142,23.29,2718098696,15,5
45030,20.18,59415651,3,2
45261,17.46,314717176,1,5
45079,13.96,561738771,8,5
45254,15.82,120873458,3,5
45254,14,93118141,1,5
45261,8.8,89984778,1,5
45233,14.3,74010546,1,4
45198,18.45,27309836,1,3
45226,16.36,133353462,2,4
45254,19.85,55288098,1,4
45282,13.05,90453096,1,4
45205,14,28704568,1,4
45261,13.34,302556071,3,4
45261,17.06,609310846,2,5
45135,15.28,8871691328,122,4
45198,17.74,10404787,1,2
45149,18.47,2201690343,12,3
45261,8.87,153773674,2,4
45226,15.09,106376382,2,4
45233,19.15,140744032,1,4
45226,15.45,260661019,4,4
44939,16.64,9054152583,45,4
45212,15.09,67819621,2,5
45198,17.05,49236787,1,4
45254,14.21,144493782,2,4
45254,13.83,180305955,2,4
45149,17.34,2134553392,9,4
45198,17.97,434065752,2,4
44995,19.23,5157082634,29,5
45191,20.4,232073967,3,4
45254,18.55,56436583,1,3
45282,14.6,122526489,1,4
45093,18.6,379672499,6,3
45198,9.8,273999978,1,4
44974,17.07,328784555,5,4
45163,19.03,924347083,5,4
45212,5,117697825,2,5
45240,15.72,171436937,3,3
45191,18.81,241854035.4,3,3
44988,18.5,2026599034,15,4
45261,14.61,1052001348,11,4
45226,14,72932625,1,3
45114,13.85,129351824,3,1
45079,24.38,1335422611,7,4
45226,17.36,64038927,3,4
45009,15.45,6470126510,78,4
45254,14.61,1812740208,21,5
45142,17.84,4677963178,50,5
45156,18.42,1802091546,13,4
45233,16.55,373978269,1,4
45254,18.75,122589022,1,3
45009,11.8,204798976,3,4
45226,17.74,7000000,1,2
45142,15.5,5740208228,80,4
45198,8.65,109722123,1,3
45212,19.17,519598399,3,4
45240,18.21,17096327,2,5
45135,21.75,699611807,4,4
45261,16.41,624737289,3,4
44953,19.42,4143966383,37,3
45233,15,236687576,1,4
45282,10.41,62862071,1,4
45212,17.35,214395976,3,4
45226,15.8,109447526,2,5
45261,14,31451318,1,3
45261,14,15775296,1,5
45261,8.95,36457149,1,4
45212,18.3,73289905,1,3
45247,15,100985239.1,1,3
45212,18.72,168119978,1,5
45247,15.53,60165401,1,5
45261,18.02,30973557,1,3
45212,15.27,437402406,2,4
45254,9.3,39924685,1,5
45254,8.6,85480815,1,4
45058,16.75,1288377925,13,3
45261,5,202207766,2,5
45212,14.6,480750725,4,4
45233,13.25,44423508,1,4
45149,18.16,8895246662,40,4
45226,12.54,60926712,1,3
45261,14,324340307,3,4
45198,16.86,290744226,2,3
45198,16.06,125830356,4,3
44946,17.57,2808481042,41,5
45149,17.71,631509653,26,3
45114,17.78,272365433,9,3
45058,21.16,762379704,3,4
45142,18.62,3822887509,15,4
45282,17.1,8000000,1,2
45156,17.25,780608984,3,4
45254,14.75,791215241,12,5
45191,14.93,13423939992,217,5
45261,17.6,222588456,1,4
45226,8.91,322048206,5,5
45191,20.67,1936081558,24,4
45240,8.9,146300411,2,5
44953,17.75,24199537,1,4
44988,19.56,1563792364,20,4
45261,18.35,103624001,2,3
44995,17.28,3324664708,25,4
44953,18.67,821815151,4,4
45233,17.35,56393273,1,4
45247,9.28,289693071,6,5
45254,17.85,398860879,2,3
45261,17.88,78609153,1,5
44939,15.3,282130091,2,2
45219,18.44,31423332,1,5
45226,18.44,60507105,1,5
45016,24.27,2262869747,6,4
45177,16.63,571471823,4,3
45205,17.6,240940061,1,4
45205,12.6,96027846,1,4
45254,18.73,85329596,2,4
45093,14.6,5390063327,84,4
45016,18.52,1527180707,17,4
44988,19.93,1068295238,22,4
45254,17.6,119892331,1,3
44988,18.72,77919159,1,2
45233,14.35,64150144,1,5
45261,18.38,341697382,3,4
45205,18.35,211803631,1,4
45023,16.75,1140698251,4,4
45037,17.97,137099709,8,2
45128,14.54,2783628076,49,3
45261,19.99,187186335,1,5
45261,13.25,95968529,1,4
45198,9.5,351305917,2,4
45135,18.44,1312219998,8,3
45233,17.05,160088163,2,4
45212,17.74,9300000,1,4
44967,17.36,126477456,9,1
45254,17.97,942224508,2,5
45198,17.55,279883115,1,3
45156,14.48,598511315,8,3
45254,19.75,183725297,1,4
45226,15.59,723720921,11,5
45149,15.77,2367229885,36,4
45233,13.25,27066777,1,4
45247,16.08,143833835,1,3
45072,17.59,2468045975,40,5
44960,18.48,1195090555,7,4
45051,17.48,86418218,1,3
45240,14,116146135,1,4
45233,18.16,61816146,1,4
45254,17.3,149394209,1,4
45247,5,383125692,3,4
45233,8.9,103479146,1,5
45198,17.65,172281242,1,3
44939,14.48,2657586691,16,4
45254,14.89,756353619,10,4
45128,17.69,6590207341,34,4
45226,16.71,1521192456,7,4
45037,16.91,461665438,3,3
45037,17.55,168195495,2,3
45254,14.62,160666936,2,5
45240,14,46938647,1,4
45240,14,150361022,2,5
45226,18.05,333362183,1,4
45212,18.55,7696130,1,3
45219,9.02,221675235,3,5
45177,17.46,714615695,3,5
45233,12.75,19473976,1,4
45247,14,23398108,1,3
45205,14,64788329,1,3
45219,15.3,251000555,4,5
45219,9.9,77260818,1,4
45198,9.7,105087643,1,3
45121,21.9,5988887745,80,5
45156,17.94,654415879,4,4
45219,17.88,16530985,1,5
45079,21.3,133665486,1,5
45212,16.59,879217753,13,5
45254,19.85,43683124,1,4
45226,18.37,347719746,4,4
45233,5.75,216514643,1,5
45002,17.75,10999876,1,1
45233,14,224042682,5,4
45226,7.8,129203718,1,3
45044,17.82,4361481275,14,3
44981,21.42,38989773,2,3
45247,17.74,5100000,1,4
45198,17.88,238981666,1,4
45282,17.45,121354587,1,3
45079,23.36,580662404,10,5
45233,18.3,240853901,1,5
45247,16.63,125300023,2,4
45261,14,99274072,1,4
45261,6.47,637704805,1,4
45205,17.65,125619107,1,4
45261,18.3,202295925,1,5
45023,18.15,404095766.4,2,3
45198,12.75,97383802,1,5
45093,18.95,2536687428,14,3
45212,17.55,104365951,2,4
45198,18.58,14480832,1,4
45065,20.18,13400666749,64,4
45226,8.9,64881033,1,5
45205,14.3,128926776,1,4
45065,20.57,261321245,3,4
45254,17.35,74633164,1,4
44974,19.1,5969673428,36,3
44960,18.4,13038693161,62,4
45065,17.55,255634778,1,3
45121,14.57,4194167577,72,3
45135,14.5,1618903087,12,4
45240,14,63423598,1,4
45261,17.32,41558148,1,5
45058,21.06,1109749964,4,5
45198,5,8669716087,84,5
45233,18.16,109121249,2,5
45219,15.89,287550177,3,5
45254,17.18,177720085,1,4
45205,14.27,637526424,7,3
45205,14,145299785,2,4
45044,23.75,1895849871,23,5
45198,15.68,163611088,3,4
45226,13.86,369826416,5,4
45282,17.74,246046205,1,5
45044,22.1,139200572,2,1
45261,14,116026933,1,5
45219,17.66,100341096,1,4
45128,18.74,1076858289,5,4
45212,16.77,206469322,1,3
45100,17.61,102765968,6,1
45177,17.88,251029301,14,1
45254,14,110959795,1,5
45016,21.82,691610511,8,4
45198,5.9,165340835,1,4
45100,19.11,1397032235,8,4
45254,7.5,44273606,1,5
45107,16.73,947689476,23,4
45254,16.34,157908041,3,4
45233,17.04,55895582,2,4
45205,8.9,113106781,2,4
45121,18.03,2259378052,26,5
45205,16.9,253907083,1,4
45037,20.08,100729381,3,3
45261,8.8,102785634,1,5
45009,23.87,42612705,1,4
45261,17.63,1165936064,6,4
44953,19.33,8113263206,45,3
45226,16.14,581205006,13,3
45282,14,98150128,1,4
45240,17.35,68792298,1,4
45247,16.15,261571541,1,3
45212,14,85935801,1,3
45177,17.15,1823902769,43,3
45198,5,103588755,2,5
45198,14,82992205,2,4
45086,21.39,203787749,3,4
45226,16.75,90318308,1,3
45156,21.13,13073909248,176,5
45135,17.75,12599927,1,2
45226,18.44,468578621,1,3
44953,16.53,1131163620,7,3
44939,21.05,30259622.22,1,1
45261,15.12,61167757,1,5
45240,14.98,342273819,1,4
45205,15.8,503885237,1,3
45044,18,11739137499,53,4
45114,14.61,253399908,4,4
45247,18.16,131057896,1,4
45254,14,80498119,2,3
45240,18.3,13811009,1,4
45163,17.49,1876187772,14,4
45198,5.24,164212544,2,5
45261,19.85,57908813,1,3
44953,17.95,14555558237,52,4
45205,16.77,179680633,1,4
45233,17.88,59349355,1,3
44995,17.02,2914831898,34,4
45212,7.31,262924665,1,4
45219,17.81,267248934,1,4
45254,5,177381999,2,5
45198,14,45291015,1,4
45149,15.12,4089467423,64,4
44995,19.12,54736039,3,1
45282,14,82784942,1,5
45226,14,64035718,1,5
45282,15.15,217019515,3,4
45149,16.49,197407592,4,4
45198,13.49,88536892,1,4
45198,17.74,322091154,1,5
44960,21.09,390791361,2,3
45121,21.96,1140191594,14,4
45065,18.18,6371931831,28,4
45226,13.25,83001765,1,4
45282,16.05,65701305,1,4
45198,14,29911295,1,3
45240,14,208708999,3,4
45233,17.74,315929254,1,5
45205,5,117667134,2,5
45037,15.52,3476115039,42,4
45233,8.85,92472135,2,5
45205,18.02,43822609,1,5
45086,16.66,1676353447,47,3
45254,15.12,32818225,1,5
45121,17.64,1012954672,4,4
45198,14,36865698,1,4
45219,5,1692023009,16,5
45261,14,50593039,1,4
45240,15.12,96364944,1,5
45247,16.19,145769537,2,4
45079,18.35,4262462988,27,3
45093,18.47,4644391592,74,4
45212,17.95,270730586,1,3
45149,15.63,1007365355,19,3
45072,17.9,5625922006,30,5
45079,16.33,20903906741,332,5
45114,16.17,37956045,2,2
45205,18.05,41530601,1,4
45226,18.16,18355669,1,4
45086,14.91,10389197271,166,4
45212,18.16,60760517,1,5
45212,17.35,14986671,1,3
45191,17.58,4376582791,18,4
44960,20.25,524539492,4,4
45226,16.49,267192501,2,4
45254,16.77,547572323,1,4
45261,16.27,1383192272,31,3
45205,14,137822363,3,5
45254,13.73,569395884,7,3
45233,14.56,125399951,2,2
44981,17.69,354099639,6,4
45205,14,40839246,1,3
45107,18.19,87476601,3,2
45282,19,70994867,1,5
45233,17.6,466081816,2,4
45212,14,45756411,1,4
45149,14.31,4267519292,75,3
45016,17.7,4788197826,86,5
45170,17.06,3739740694,104,3
44946,16.63,1044064763,5,3
45261,8.7,84388002,1,4
45219,17.34,735463568,2,4
45233,14.3,79735018,1,4
44946,20.99,339970981,4,4
45149,17.64,977187827,6,4
45219,15.79,204557094,2,5
45233,20.35,52828925,1,4
45072,17.24,3531687431,20,4
45219,16.15,222386617,1,4
45072,17.23,5142500345,47,3
45030,16.43,1453284644,18,3
44981,15.62,3343391540,52,3
45163,19.12,1374238348,17,3
45254,17.2,190558154,1,4
45233,5,101737264,1,4
45240,18.25,200827023,2,4
45226,16.08,157539269,1,4
45254,18.21,405228063,2,3
45212,14,81335424,1,5
45233,19.85,39018746,1,4
45142,12.23,118584457,2,3
45233,17.88,24505927,1,4
45233,14,47579332,1,5
45212,16.68,186202195,2,4
45205,17.35,910103255,1,3
45226,14,115395526,2,4
45198,14,38451603,1,4
45247,18.16,8330909,1,2
45058,23.88,98753235,1,5
45107,17.73,306348958,14,1
45226,13.56,73035679,2,4
45212,14.31,1666574308,23,5
45233,14,73233334,1,4
45198,16.8,259464758,1,4
44981,17.4,323118679,5,1
45100,23.79,2627328251,12,5
45184,13.86,18962762934,237,4
45212,14.73,194690751,2,4
45058,19.83,2114777064,22,5
45023,15.77,154128543,2,5
45240,17.45,190560467,1,3
45219,16.23,385706012,8,5
45233,15.12,81861845,1,5
45226,20.35,41275096,1,4
45254,16.45,47910562,1,4
45240,14.88,2138036356,29,4
45072,17.67,4148744299,33,3
45240,17.05,43251407,1,4
45261,17.6,533757899,2,4
45072,17.55,128293395.1,1,2
45219,12.56,83065901,1,4
45247,14,44805441,1,4
45261,17.88,5000000,1,2
45058,21.07,279081932,4,4
44953,17.54,3577578006,16,4
45261,13.88,245781088,3,3
45212,14,44045517,1,5
45254,16.77,72537898,1,3
45240,14,109746109,1,4
45079,21.28,954953111,12,5
45240,9.3,92489187,1,5
45254,14,72083005,1,5
45254,18.05,337591538,1,3
45247,17.88,15533024,1,5
45205,15.95,128986774,1,4
45282,5,65907808,1,5
45198,16.75,99367488,1,4
45261,14,73297532,1,5
45261,18.75,157415174,1,3
44995,19.72,2755504132,15,4
44995,20.53,339491136,2,4
45163,18.75,595998474,1,3
45009,14.97,1626538732,25,3
45044,18.02,1920960369,11,4
45240,14,57862923,1,4
45219,9.9,69200772,1,5
45233,14,67197891,4,4
45198,16.01,499488346,6,4
45254,14,65626585,1,3
45114,18.14,1880438381,7,4
45261,5,54542525,1,4
45261,20.49,147546832,1,4
45240,5,86561254,1,5
45254,18.3,154143696,1,4
45058,19.16,915340866,8,4
45142,15.39,7045711524,99,4
45226,19.3,167239701,1,4
45254,15.12,26881527,1,4
45282,7.6,107937403,1,4
45282,14,66209115,1,4
45205,14,1578759085,15,4
45261,16.76,497297561,4,4
45016,12.75,624115575,8,4
45212,15.48,347752648,6,5
44946,8.7,74205737.75,1,1
45261,14,135043516,2,4
45261,15.64,49524048,2,4
45100,18.58,4684701171,20,4
45198,14,77728085,1,4
45261,15.18,6317512293,78,4
45191,16.55,1072127124,4,5
45079,18.39,1153540565,7,3
45037,15.67,763658528,12,3
45072,19.54,1901960466,12,3
45044,15.36,7357925741,89,4
45212,17.74,5000000,1,2
45170,21.75,11211835586,158,5
45009,18.75,83883198,1,3
45226,17.32,53971021,1,5
45282,14.98,3210136102,40,4
45240,13.77,1115636989,13,4
45142,22.02,7600000,1,3
45240,17.35,58247797,1,3
45219,18.55,9315599,1,3
45212,17.2,467854282,4,3
45282,5.75,270914186,3,4
45240,14,10788966,1,4
44960,17.25,1061789752,18,3
45093,22.41,3837018703,51,5
45205,14,7060000,1,1
45198,14.3,1512567611,16,3
45254,8.74,269226959,3,5
45261,17.32,38448581,1,5
45107,17.55,136234508,1,2
44946,18,91327365,1,3
45254,14,156779403,3,4
45002,18.33,6705432692,38,4
45254,14,174416512,2,4
45254,14,24629292,1,3
45240,18.45,381777069,2,4
45121,15.49,48833323,2,2
45261,6.07,447435297,1,5
45233,17.09,31931984,1,4
45212,19.15,31427918,1,3
45254,17.15,3485995,1,3
45247,14,77675235,1,4
45254,18.02,19242768,1,4
45240,13.76,222543104,2,4
45247,15.26,383915669,2,4
45051,18.87,1890484521,15,4
45240,14,166925989,2,4
45037,16.09,1629015857,38,3
45212,14,122768417,1,4
45240,8.8,40211216,1,4
45191,20.95,130974277,3,4
45086,22.51,4389975284,65,5
45254,5,383772626,4,5
45254,17.15,44883839,1,3
45205,8.84,359140687,5,5
45254,17.67,222037247,2,3
45219,9.23,88147385,1,5
45219,17.75,338000607,2,4
45254,14,9364766,1,4
45254,19.3,9200000,1,1
45212,18.95,310601398,1,4
45240,14.7,5000000,1,1
45247,17.16,359219013,3,4
45226,16.75,101819579,1,4
45219,16.99,158202143,2,3
45086,16.46,32559437066,561,5
45261,18.55,29933036.34,1,1
45261,14,164780673,2,4
45156,14.52,101977406,4,2
45247,13.75,237932481,3,4
45212,17.63,212078017,1,3
45198,13.84,498872136,8,4
45226,17.88,313278667,1,4
45198,16.6,435481333,2,3
45282,14,57154168,1,5
45254,17.6,458023653,1,5
45254,17.9,79934441,1,4
45282,7.6,78127233,1,5
45233,18.22,427527552,2,3
45226,18.05,343220226,1,4
45247,16.45,385727881.7,2,4
45233,17.25,264139143,1,4
45177,17.74,887699054,6,4
44974,18.55,3214983649,54,3
45107,16.69,64138031,4,2
45254,18.08,132638643,1,3
45233,19,61853284,1,5
45219,16.43,678443884.4,3,4
45107,15.21,8004168702,106,4
45170,16.81,155002416,3,1
45233,19.3,139329191,1,4
45212,9.34,139922459,2,5
45247,5,53179944,1,5
45233,16.49,338440212,1,4
45198,18.16,7535878,1,4
45233,16.75,67816425,1,4
45261,8.7,65930519,1,5
45198,17.74,40270137,1,4
45044,18.09,103045121,8,2
45198,14,81052432,1,4
45198,18.58,5000000,1,4
45212,18.45,499118515,1,4
45205,14,43955346,1,4
45219,14,65020733,1,4
45205,8.8,19458908,1,4
44967,18.84,940703554,4,3
44974,17.83,2587887057,5,5
45205,14.91,395352327,7,5
44995,16.31,1543207718,11,4
45261,14,108972987,1,5
45212,9.71,177346556,2,5
45205,18.3,74638503,1,4
45002,18.05,3730817994,23,4
44974,18.21,539646175,4,3
45212,19.85,31280759,1,4
45051,18.33,3436413274,18,4
45226,15.5,273500199,1,4
45254,15.32,220848823,3,5
45282,15.75,22417742,1,3
45205,9,60084873,1,4
45128,20.8,355333303,5,4
45233,14,81399984,2,4
45198,16.75,84237871,1,3
45205,5,64292017,1,5
