Fecha,Tasa_efectiva_promedio_ponderada,Montos_desembolsados,Numero_de_creditos_desembolsados,Plazo
45205,15.46,56800000,1,4
45156,16.66,2702500000,7,4
45198,16.75,65900000,1,4
45282,19.03,477000000,4,4
45282,15.86,337000000,1,3
45023,12.75,70000000,1,4
45212,16.15,104000000,1,4
45212,6.82,160000000,1,5
45261,15.5,57000000,1,3
45275,14.98,205397350,1,4
45261,15.36,50000000,1,4
45275,13.54,125280000,1,3
45240,16.55,152334720,1,4
45268,18.3,60000000,1,3
45289,5.8,215000000,1,4
45219,19.3,12000000,1,3
45226,16,696749900,1,5
45226,18.48,26538000,2,3
45226,17.74,61300000,3,4
45205,18.44,38400000,1,5
45282,5,54600000,1,4
45149,22.59,85000000,1,3
45226,18.75,68000000,1,3
45268,16.25,88500000,2,3
45219,17.32,84120000,1,5
45247,16.85,105000000,1,3
45289,5,88700000,1,4
45030,18.53,1534510000,5,4
45219,7.8,75000000,1,3
45289,15.8,80000000,1,4
45247,16.9,511000000,1,4
45233,15.76,75494220,2,3
45226,9.42,349720000,3,5
45282,17.45,170420000,1,4
45149,17.74,970588470,6,4
45212,17.74,13200000,1,4
45212,14,125200000,1,4
45261,5,461462000,5,5
45233,14,125000000,1,3
45275,17.05,308000000,1,4
45261,19.35,102500000,1,3
45226,17.05,87929800,1,3
45219,16.9,110000000,1,3
45233,16.9,91000000,1,3
45282,14,209320000,2,4
45261,4.98,113000000,1,3
45282,16.55,160000000,1,4
45261,14,102528300,1,3
45275,14,190358500,2,4
45282,17.11,228000000,1,4
45282,7.7,15000000,1,4
45275,16.85,250000000,1,4
45219,8.8,88150000,1,5
45212,19,123399640,1,3
45275,14,67957940,1,4
45212,16.75,109620000,1,3
45268,17.18,150000000,1,3
44939,12.42,1019500000,7,4
45233,19.3,20300000,2,3
45226,16.45,46504610,1,4
45268,14,84000000,1,4
45205,17.9,42840000,1,3
44974,21.83,110000000,1,3
45268,14,110000000,1,4
45198,18.58,172830000,1,4
45009,17.75,68000000,2,1
45233,18.45,126502600,1,4
45296,14.7,639622326,6,4
45219,14.3,90553000,1,3
45233,9.85,195000000,1,5
45296,14,87080000,1,4
45002,18.13,550990000,12,3
45289,18,220000000,1,3
44967,20.84,119636160,1,3
45205,14,99764400,1,4
45240,17.6,91000000,1,4
45268,8.6,206400000,1,5
45296,18.05,68000000,1,4
45205,18.35,138263300,1,4
45240,17.15,821558000,1,4
45282,13.25,90697000,1,4
45212,5.75,90115000,1,4
45268,17.04,1290000000,1,5
45289,16.84,43000000,1,1
45296,13.25,263420000,3,3
45282,16.2,50000000,1,3
45240,16.9,139000000,1,3
45219,8.8,70000000,1,5
45233,17.6,132230000,1,4
45198,18.35,170000000,1,4
45086,18.58,418420000,6,3
45058,19.5,400000000,1,3
45247,17.6,140000000,1,3
45219,14.78,339840300,5,4
45198,9.55,160235560,2,5
45254,14,67748160,1,4
45219,14,117040000,1,4
45219,18.45,160000000,1,3
45212,17.47,120000000,1,3
45198,16.75,101500000,1,1
45156,13.25,118300000,1,3
45240,14,23450000,1,4
45219,8.8,60400000,1,5
45289,17.05,222600000,1,3
45212,18.35,120000000,1,1
45240,15.5,100000000,1,3
45282,14,94500000,1,4
45240,17.6,199130700,1,4
45289,14,102000000,1,5
45226,16.9,145000000,1,4
45247,10.05,160000000,1,5
45212,19.35,187200000,1,3
45198,14,48216000,1,4
45198,5.59,95539000,1,4
45233,7.5,40000000,1,4
45282,14.18,969905010,15,5
45275,16.55,338600000,1,4
45261,13.95,30000000,1,4
45261,14.3,100000000,1,4
45289,5.8,140000000,1,4
45275,16.55,115000000,1,3
45282,5,86500000,1,4
45261,14,110000000,1,3
44974,18.4,73514000,1,4
45205,14,12000000,1,3
45198,18.75,257502000,1,3
45205,9.9,56179200,1,4
45226,13.89,406955720,4,4
44995,21.92,210000000,1,3
45268,15.8,68320000,1,4
45282,14,72000000,1,4
45107,19.84,1103140000,6,5
45289,14,121300000,2,4
45275,5,87500000,1,5
45289,16.75,341000000,1,4
45282,19.19,90000000,1,3
45254,15.94,25000000,1,1
45282,17.46,404016560,1,4
45289,14.7,145939200,1,4
45142,18.69,243600000,2,3
45023,17.75,80339000,1,1
45289,5.75,87300000,1,4
45289,17.5,50000000,1,4
45219,17.74,25600000,1,4
45254,13.25,106680000,1,3
45212,18.14,230759000,1,4
45275,15.95,17000000,1,3
45296,19.35,50000000,1,3
45184,16.62,124872000,2,2
45282,17.75,130000000,1,4
45289,17.23,301750000,1,4
45240,18.65,60000000,2,3
45009,17.75,78893520,3,1
45240,14,67900000,1,4
44988,17.87,94400000,3,3
45079,18.1,507753270,6,3
45233,14,135700000,2,4
45282,17.18,92700000,1,4
45282,16.65,140000000,1,4
45226,14,193156520,2,4
45289,19.21,255920000,1,4
44974,20.41,261776000,2,4
45254,14,125280000,1,4
44960,18.29,408576000,2,4
45240,17.35,37310000,1,4
45233,15.7,130000000,1,5
45247,18.5,50000000,1,1
45289,14,63300000,1,4
45289,18.02,30000000,1,2
45289,19.35,189000000,3,3
45261,17.5,112000000,1,4
45289,14.98,167100000,1,3
45254,18.7,194076530,2,5
45212,14,23507000,1,4
45149,17.74,17000000,1,2
45289,18.05,67770000,2,3
45289,14,63426000,1,4
44967,17.01,91800000,3,3
45198,18.05,325328290,1,4
45296,13.25,106997000,1,3
45170,17.58,527300000,9,1
45240,16.55,183200000,1,4
45142,18,195690000,2,5
45205,17.47,445000000,1,4
45268,13.95,52000000,1,4
45261,18,170000000,1,3
45219,17.6,646925900,1,4
45240,18.05,293370000,1,3
45072,20.15,30000000,1,2
45107,17.54,211800000,5,2
45205,17.35,20000000,1,2
45044,16.96,150000000,2,2
45233,19,85000000,1,5
45282,5,102000000,1,4
45282,14,128046600,1,3
45149,19.9,111000000,1,5
45254,5,27848000,1,4
45261,14,109900000,1,1
45226,8.7,42600000,1,4
45296,5,75000000,1,5
45282,8.7,108000000,1,5
45261,16.93,1160000000,2,4
45275,17.6,200000000,1,4
45261,7.31,213150000,1,4
45261,14,109000000,1,4
45247,13.87,90000000,1,3
44967,18.25,550000000,1,4
44939,19.9,223300000,1,5
45198,18.49,1241384370,6,4
45219,16.55,157177600,1,3
45233,14,84095000,1,4
45240,16.9,45000000,1,1
45051,19.38,136000000,3,1
45107,18.95,66400000,1,4
45275,18.02,65470400,1,3
45233,17.45,140000000,1,4
45212,16.85,177100000,1,4
45275,8.65,140000000,1,5
45268,7.6,54255780,1,5
45205,18.35,84658300,1,4
45107,19.62,1161500000,4,5
45226,19.15,33800000,1,3
45233,14,62841000,1,4
45282,5,135723000,1,5
45282,16.85,472000000,1,4
45254,17.6,89400000,1,4
45212,18.45,359324700,1,4
45282,5,64380000,1,5
45072,18.25,92323000,1,3
45240,16.9,25000000,1,3
45261,18.45,202000000,1,4
45254,17.88,32600000,1,4
45261,19.35,400000000,1,3
45240,17.01,203000000,1,4
45219,5,107000000,1,4
45289,14,102060000,1,3
45289,17.45,180000000,1,4
45240,16.9,25000000,1,3
45261,5.46,186500000,2,5
45261,14,105000000,1,4
45282,16.64,501350000,2,2
45275,5.8,328802000,2,4
45268,19.32,294000000,1,4
45198,14,276052580,4,4
45170,15.7,50000000,1,3
45135,18.33,2710915200,6,4
45296,18.41,31228836,1,3
45226,14,1126001980,13,4
45289,7.4,129344220,1,4
45261,16.69,768800000,3,4
45275,16.05,10000000,1,3
45205,14.3,91455000,1,3
44988,21.01,123269300,1,5
45205,19.35,24000000,1,1
45233,8.7,56800000,1,5
45247,17.6,373526800,2,4
45289,15.75,383663100,3,3
45226,16.75,21000000,1,3
45289,15.5,102650000,1,3
45296,19.35,200000000,1,3
45247,18.05,25000000,1,3
45212,15.84,194949040,3,5
45261,17,118000000,1,3
45261,14,103600000,1,4
45233,17.35,361000000,3,4
45261,8.8,46500000,1,4
44939,16.09,140120800,2,4
45275,14,100000000,1,4
45219,19.1,80000000,1,4
45226,17.65,53844600,1,4
45289,15.12,72977080,1,3
45282,19,214000000,1,5
45212,14,90300000,1,4
45289,17.6,124100000,1,4
45198,14,87877940,1,4
45247,16.55,256000000,1,4
45254,5,119800000,2,4
45261,4.65,97999930,1,4
45289,18.75,338958370,1,3
45233,16.84,35000000,1,3
45247,16.77,70600000,1,4
45282,14,84016000,1,4
45282,8.9,57000000,1,5
45205,16.43,57804000,1,4
45233,20.35,24894220,1,3
45282,15.95,240000000,1,4
45226,14,120540000,2,4
45240,18.45,126000000,1,4
45198,19.35,28000000,1,3
45289,8.65,60000000,1,3
45233,16.75,73509600,1,4
45240,17.6,170000000,1,4
45212,21.85,115335460,2,3
45198,18.35,90000000,1,4
45205,19.2,32500000,1,3
45226,14.4,95000000,1,4
45240,16,60000000,1,4
45240,14,151700000,2,4
45261,17.2,550000000,1,3
45268,17.35,57745000,1,4
45240,13.25,69570000,1,4
45170,20.93,99000000,1,2
45240,16.75,92177000,1,4
45268,14,78220000,1,4
45261,14,100000000,1,4
45275,18.58,20000000,1,4
44960,20.98,50000000,1,3
45205,18.45,189700000,1,4
45198,15.5,1200000000,1,4
45261,17.88,10000000,1,4
45289,14,147600000,2,3
45205,5,49907000,2,4
45275,14.03,314000000,1,4
45079,17.59,80000000,1,3
45261,17.27,420000000,1,3
45282,17.6,80000000,1,4
45233,14.03,329000000,1,4
45289,17.93,228000000,1,4
45198,18.45,120000000,1,4
44960,17.33,134500000,2,1
45268,14.3,109620000,1,5
45198,5,70482460,1,4
45044,19.03,151000000,1,1
45289,15.25,55083750,1,3
44974,17.1,278594250,4,1
45289,18.05,60000000,1,1
45198,20,164500000,1,4
45240,18.02,17319840,1,4
45219,18.05,91000000,1,4
45226,5,97400000,1,4
45009,19.95,65000000,1,3
45142,17.13,959390000,3,5
45282,18,60000000,1,1
45296,14,102200000,1,4
45282,14,73500000,1,4
45261,17.6,133640500,1,4
45289,16,834000000,1,4
45275,5,35400000,1,5
45212,5,93676800,1,4
45289,16.55,125000000,1,4
45282,8.26,309609500,3,5
45261,5,68600000,1,4
45044,17.15,40000000,1,1
45254,11.01,160000000,1,3
45009,16.25,10000000,1,4
45240,14,19650080,1,3
45247,19.35,150000000,1,1
45254,14,224200000,2,4
45198,5,40594000,1,4
45268,16.85,450000000,1,4
45205,9.9,60000000,1,5
45282,17.6,334977700,1,4
45198,18.45,332000000,1,3
45261,17.05,100000000,1,4
45282,4.59,103200000,1,4
45226,14,121800000,1,3
45275,8.35,200800000,2,5
45282,14,74951000,1,4
45268,14.98,207900000,1,3
45191,17.41,864500000,4,3
44974,17.99,174500000,2,3
45233,16.49,260000000,1,4
45226,17.6,318889100,1,4
45261,5,143500000,2,4
45212,5,178605000,2,5
45198,18.05,102799480,1,3
45275,5,72000000,1,4
45205,14.3,121800000,1,4
45219,17.5,240791690,1,4
45198,18.19,140000000,1,4
45254,8.8,115000000,1,4
45282,14,108000000,1,3
45282,17.6,191391000,1,4
45212,14,59618170,1,4
45198,14,123056000,1,4
45009,19.22,561382000,4,3
45240,17.62,205000000,1,4
45261,14.03,98000000,1,3
44981,20.88,412440000,2,3
45233,14,96466800,1,4
45198,18.58,80000000,1,4
45282,5,108000000,1,4
45261,16.07,260602400,2,4
45240,14,131000000,1,4
45240,18.05,10000000,1,1
45226,5,273979100,3,3
45268,19.3,50000000,1,3
45261,16.21,57300000,1,5
45268,16.55,300000000,1,3
45205,14,52000000,1,4
45226,12.72,98300000,1,4
45247,8.85,65113200,1,4
45247,18.58,100000000,1,5
45198,17.78,520000000,1,4
45037,18.35,86396800,1,4
45275,7.5,23000000,1,5
45247,17.55,300000000,1,3
45254,5,45300000,1,5
45226,17.6,350000000,1,4
45296,8.8,246000000,1,5
45254,18.45,183703000,1,3
45009,20.3,50000000,1,1
45247,20.9,62100000,1,4
45233,10.15,52680000,1,3
45282,13.25,100000000,1,3
45233,9.3,58600000,1,5
45226,14,107186090,1,4
45261,17.58,248000000,3,3
45275,8.95,129710000,1,5
44988,18.49,340000000,1,3
45219,8.8,132526000,2,5
45226,8.9,101938600,2,4
44967,17.81,99686300,1,3
45247,18.31,75000000,1,3
45226,14,109000000,1,4
45282,5,44450000,1,4
45254,17.65,180000000,1,3
45226,14,10000000,1,1
45247,21.43,117000000,1,4
45261,9.09,148501800,2,5
45261,14.3,93000000,1,4
45198,13.25,126000000,1,4
45240,5,54400000,2,5
45275,15.25,447398000,1,4
45254,14,45200000,1,4
45205,15.98,174647830,2,3
45254,10.21,778881000,1,5
45240,14,107874780,1,5
45212,21.15,646104000,3,5
45296,13.25,100000000,1,3
45198,5,70000000,1,4
45296,18.86,81155000,1,5
45198,8.9,113616000,1,5
45261,17.6,151960000,1,3
45226,17.32,43589900,1,3
45212,19.35,40000000,1,3
45198,19.27,150000000,1,1
45205,10.15,105000000,1,5
45205,14,73080000,1,3
45261,18.8,56630000,1,4
45261,5,235600000,2,5
45296,14,105618000,1,3
45226,17.65,155000000,1,4
45261,19.1,193500000,1,4
45247,8.9,69100000,1,5
45128,19.01,426284060,5,4
45289,18.16,300000000,1,4
45247,16.15,120000000,1,4
45205,17.65,72000000,1,2
45233,9.3,59000000,1,4
45296,7.6,91300000,1,5
45261,13.3,141336860,2,4
45128,22.89,60000000,1,4
45198,14,98000000,1,3
45275,14,99050000,1,4
45198,14,139200000,1,4
45247,14,78000000,1,4
45233,19,224000000,1,5
45205,10.05,195000000,1,5
45296,17.45,150000000,1,3
45254,17.6,315000000,1,4
45240,14,89896000,1,5
45254,16.15,90000000,1,3
45212,14,121800000,1,4
45268,15.45,28134220,1,4
45233,8.7,36726200,1,5
45198,14.31,28792000,1,4
45226,18.45,122500000,1,4
45226,19.15,70000000,1,2
45289,19.15,59300000,1,4
45226,13.98,1421774700,20,3
45289,16.25,228200000,1,4
45275,14,54000000,1,4
45282,17.05,429381000,1,4
45282,18.3,234000000,1,5
45198,13.25,209600000,2,3
45205,18.16,20000000,1,4
45205,16.77,57840000,1,5
45268,13.25,410881000,4,4
45282,18,94000000,1,3
45205,17.23,255325000,1,4
45296,18.1,24755759,1,1
45275,5,86000000,1,4
44981,18.57,40800000,2,4
45016,15.15,5979615520,73,4
45282,15.8,506490000,1,4
45275,16.9,50000000,1,4
45149,18.41,223900000,2,1
45233,17.9,40000000,1,4
45289,14.81,134046000,2,4
45282,15.75,70000000,1,4
45289,13.25,61300000,1,4
45226,14,33404610,1,4
45268,9.3,80000000,1,5
45275,5,120000000,1,3
45212,18.45,140000000,1,3
45296,20.98,38000000,1,3
45233,17.45,100050330,1,4
45226,17.55,150000000,1,4
45156,14.4,694930000,8,3
45030,18.65,106704000,1,2
45254,7.8,106700000,2,3
45261,17.45,120000000,1,4
45296,5,127000000,1,5
45009,21.08,104000000,1,5
45198,17.65,273000000,1,4
44995,14.42,112800000,2,4
45037,17.95,84000000,1,3
45219,14,110920520,1,4
44939,15.47,560000000,2,3
44939,18.15,15000000,1,4
45254,5,38790150,1,4
45296,19.3,29800000,1,3
45261,6.9,367000000,1,4
45275,12.62,100000000,1,5
45254,17.6,131200000,1,4
45275,13.49,119000000,1,4
45198,14,65600000,1,4
45289,14,39386000,1,4
45233,17.15,320000000,1,4
44967,21.91,64500000,1,3
45254,14,76372000,1,4
45289,19.3,12400000,1,3
45275,5,232472000,3,5
45261,5,95000000,1,4
45002,14,100000000,1,3
45121,17.55,80000000,1,4
45261,15.25,10000000,1,4
45261,5,80910000,1,5
45289,14,100000000,1,2
45261,18.1,225305000,2,3
45226,17.05,51865910,1,3
45212,9.42,147071020,2,5
45240,13.25,141900000,3,4
45219,17.04,77700000,2,4
45268,10.1,300000000,1,5
45198,16.9,50000000,1,3
45198,14,362083390,5,4
45079,24.36,376443500,2,4
45261,16.1,30000000,1,3
45212,5,120000000,1,3
45247,19.3,15500000,1,2
45233,15.4,150000000,1,3
45275,16.85,283593600,1,4
45254,15.99,80050000,2,3
45226,5,63145000,1,4
45226,17.74,15400000,1,4
45261,14,122880000,1,4
45296,15.26,440265167,5,5
45282,15.12,60200000,1,5
44974,17,883868000,1,5
45247,18,15000000,1,3
45226,13.25,76000000,1,4
45240,14,96000000,1,3
45289,7.5,80000000,1,5
45275,5,213495800,2,4
45261,5,69300000,1,5
45226,16.15,608740000,2,4
45268,14,59390680,1,5
45275,7.92,136253000,2,5
45212,18.65,221500000,1,3
45205,9.3,30544220,1,5
45275,7.7,77400000,2,5
45205,18.03,190000000,1,4
45100,21.5,92615000,1,5
45233,5.74,322000000,1,4
45254,4.65,104370000,1,4
45198,15,87000000,1,3
45156,22.82,20000000,1,1
45240,16.75,109620000,1,3
45282,17.88,75000000,1,3
45261,5,332300000,3,5
45282,14,36800000,1,4
45191,17.29,134400000,1,5
45016,21.55,825225600,3,4
45275,14.6,208900000,1,4
45205,14,75805000,1,3
45275,16.55,200000000,1,4
45247,14,110000000,1,4
45275,17.05,485000000,1,4
45135,19.21,265139650,2,5
45226,19.2,70000000,1,4
45261,6.9,76000000,1,4
45079,12.75,223000000,2,3
45282,14,119520030,1,3
45289,15.32,44495240,2,3
45261,5,120000000,1,3
45016,20.72,1249520000,6,4
45289,14,90000000,1,3
45219,16.55,408000000,1,3
45149,18.45,280489440,2,1
45261,17.74,341000000,3,3
45254,14.03,107450000,1,4
45128,19,156600000,1,4
45254,19.35,230000000,1,3
45016,19.98,352796530,4,1
45289,5,164140000,2,5
45296,14,288236383,3,4
45261,16.85,225000000,1,3
45226,17.74,90700000,4,4
45268,8.45,139200000,2,5
45198,5,46410000,1,4
45261,9.9,106560000,1,4
45275,15.15,40000000,1,3
45254,18.45,112000000,1,3
45289,8.7,180000000,1,4
45296,14,109600000,1,4
45282,7.7,73200000,1,4
45233,14.3,89732810,1,4
45198,15.57,184322400,4,4
44995,17.69,67200000,2,2
45058,23.88,100735600,1,3
45226,18.45,113000000,1,4
45240,5,74820000,1,3
45233,17.5,481497800,2,4
45023,16.97,116500000,3,1
45268,8.53,160924000,2,5
45261,17.6,197000000,1,4
45212,19.35,25000000,1,1
45289,14.3,71400000,1,4
45261,18.75,690000000,1,4
45247,17.25,203000000,1,3
45044,23.72,58000000,1,5
45219,17.04,170000000,1,5
45212,18.35,50481280,1,3
45226,16.75,19634220,1,4
45247,18.58,153147400,1,5
45261,14,74750000,1,5
45261,19.3,20000000,1,1
45198,7.5,75300000,1,3
45254,18.49,320000000,1,4
45226,14,43300000,1,4
45275,16.45,30000000,1,4
45275,14,109290000,1,4
45261,5.75,53900000,1,3
45275,14.78,118000000,2,3
45268,6.9,700000000,1,4
45226,18.45,150000000,1,4
45198,10.65,80000000,1,5
45044,17.25,250500000,2,4
45177,19.35,100000000,1,1
45100,18.22,120000000,1,3
45261,16.85,700000000,1,4
45282,5,87840520,1,5
45212,8.8,71524000,1,5
44960,17.38,141600000,2,3
45254,5,101000000,1,4
45275,14,109550000,1,4
44981,20.98,182000000,1,5
45261,14,29400000,1,4
45296,17.05,230753000,1,3
45198,14.3,103800000,1,4
45275,8.1,241300000,2,5
45282,5.75,68700000,1,5
45289,16.25,473000000,1,4
45247,17.89,89300000,1,4
45275,16.15,140000000,1,4
45198,14,62100000,1,4
45289,13.24,192609820,2,5
45261,18.86,100000000,1,4
45240,14,509390000,5,4
45233,16.55,72000000,1,4
45261,17.45,144900000,1,4
45198,18.34,447000000,1,3
45198,16.41,166916000,2,3
45282,16.18,109000000,2,4
45268,5,190700000,2,4
45261,17.35,90000000,1,4
45030,17.66,65200000,1,2
45247,14,30000000,1,3
45198,5,99400000,1,3
45212,16.75,201000000,2,4
45212,18.35,98000000,1,3
45261,14,125280000,1,5
45205,17,45000000,1,1
45289,5.75,121888000,1,4
45233,14,85400000,1,4
45261,18.5,80000000,1,4
45261,17.6,100000000,1,4
45261,18.45,138597200,1,4
45254,18.05,41000000,2,3
45240,19.2,105000000,1,3
45275,14.3,94500000,1,3
45254,16.77,50000000,1,3
45282,14.3,112170520,1,4
45247,18.05,490000000,1,4
45219,16,90000000,1,5
45275,14,106568000,1,4
45296,15.75,106983000,1,4
45226,5,112000000,1,4
45268,17.6,147998990,1,4
45261,14,43550000,1,4
45107,17.97,3065418720,10,4
45198,6.9,148472000,1,4
44946,17.78,182958780,2,4
45289,17.55,217000000,2,4
45240,16.55,583924660,1,4
45219,17.46,170028000,1,5
45009,23.84,204587700,3,4
45212,18,95000000,1,3
45289,17.6,370000000,1,4
45282,18.56,357336770,3,5
45261,17.6,170000000,1,4
45268,16.51,252249560,3,4
45254,18.05,70000000,1,3
45296,15.45,105000000,1,4
45282,16.7,53000000,1,4
45296,14,231214927,2,4
45261,15.9,74900000,1,3
45198,15.95,94000000,1,3
44953,18.45,286482000,1,3
45205,14,80000000,1,4
45261,19.3,21600000,1,3
45240,5,113000000,1,4
45247,19.35,68000000,1,3
45247,4.87,93528000,2,4
45289,13.49,125300000,1,4
45233,15.25,94800000,1,4
45275,17.6,81000000,1,3
45212,10,380000000,1,5
45289,5,108142000,1,3
45282,16.15,150000000,1,4
45212,21.85,56000000,1,3
45058,23.88,113790000,1,4
45198,16.21,214800000,3,4
45268,7.59,208201000,2,5
45282,19.35,20000000,1,3
45205,19.05,145250000,1,4
45205,17.7,67990000,1,4
45282,18.7,105000000,1,3
45289,7.4,45339600,1,5
45240,15,616000000,1,4
45065,19.38,88585000,1,3
45247,15.56,169600000,3,5
45198,9.3,67455780,1,5
45219,5,78720000,1,4
45142,19.95,213000000,1,4
45219,17.6,182000000,1,4
45233,17.6,120820000,1,3
45275,17.05,150000000,1,4
45219,17.9,160000000,1,2
45212,13.25,42200000,1,2
45086,17.41,185000000,2,3
45226,18.45,107201000,1,3
45198,14,220400000,2,4
45198,10.5,69020000,1,5
45226,15.87,524980370,1,4
45268,14,83800000,1,4
45205,14,98000000,1,4
45296,16.15,60584211,1,4
45289,17.65,297000000,1,3
45121,17.25,2151592700,9,4
45282,9.3,65000000,1,4
45289,15.25,90000000,1,4
45275,14,125280000,1,4
45247,15.12,63326310,1,5
45261,8.8,139200000,1,5
45163,20.2,150000000,1,3
45261,14,120640000,1,4
45254,15.7,140000000,1,4
45247,14,43187000,1,5
45226,17.45,177434510,2,1
45219,17.05,94250000,1,3
45212,5,54544220,1,5
45079,13.56,126000000,2,4
45198,17.25,287490000,1,1
45219,19.2,75000000,1,3
45233,16.85,117663000,1,3
45135,22.85,92296000,1,5
45261,18.16,262690000,1,5
45268,19.35,150000000,1,3
45233,17,75000000,1,3
45282,16.92,400000000,1,4
45198,13.87,582499000,5,3
45205,17.84,200000000,1,3
45289,18,88000000,1,2
45296,17.88,91000000,1,4
45065,18.46,981589200,5,4
45289,14.3,113100000,1,4
44967,25.25,255671500,1,3
45247,14,94500000,1,4
45065,16.42,123000000,5,1
45282,17.45,157200000,1,4
45254,15.7,164000000,1,3
45296,19.3,16000000,1,3
45205,16.1,35000000,1,1
45268,17.6,244100000,1,4
45261,7.31,257387000,1,3
45289,17.51,150179400,1,5
45226,15.99,590000000,1,4
45296,14,89858230,1,4
45240,7.31,239995000,1,5
45114,15.25,84000000,1,3
45296,15.12,94400000,1,5
45282,8.6,222578000,1,5
45261,17.6,180000000,1,4
45282,14,44300000,1,4
45261,17,70000000,1,2
45226,16.75,94500000,1,4
45289,17.75,211000000,1,4
45240,16,130000000,1,4
45282,19.35,87900000,1,3
45289,17.45,168000000,1,4
45198,17.15,250000000,1,4
45205,17.88,30000000,1,3
45198,16.9,70000000,1,1
45212,14,52700000,1,4
45275,14,483507870,4,3
45247,5.75,35000000,1,3
45044,20.3,100000000,1,1
45289,14,80000000,1,4
45072,14.17,314000000,4,4
45282,16.83,220000000,1,4
45233,16.75,40000000,1,4
45212,16.95,600000000,1,4
45254,17.6,93000000,1,4
45233,16.9,60000000,1,3
45268,5.8,494900000,1,5
45233,14,136000000,1,4
45268,14,66961670,1,4
45233,17.09,50000000,1,4
45065,18.15,66400000,1,4
45261,17.91,250000000,1,4
45275,5,190670000,3,4
45275,19.35,40000000,1,3
45114,23.57,1039550000,6,5
45219,14,137460000,2,5
45219,16.55,119000000,1,4
45254,14,128597370,2,4
45107,17.65,538329000,3,3
45254,17,1392000000,3,5
45275,15.45,55000000,1,3
45233,9.3,57000000,1,5
45205,4.65,93000000,1,4
45289,5,116000000,1,4
45226,18.45,135100000,1,3
45282,14.03,103555000,1,4
45254,8.9,55840000,1,5
45275,7.77,137202400,2,5
45233,17.6,150000000,1,4
45205,9.6,150400000,2,5
45254,14.98,270000000,1,4
45268,18.35,110000000,1,3
45247,14,109585830,1,4
45226,14,183220520,2,3
45261,14.31,155295500,2,5
45016,17.45,15500000,1,3
45289,14.3,104400000,1,4
45296,15.87,25031144,2,4
45289,14,50199000,1,4
45282,17.45,145814200,1,4
45205,13.25,110080000,1,4
45219,19.3,25000000,1,3
45233,16.89,109400000,2,4
45268,8.8,106400000,1,5
45282,17.45,110000000,1,3
45051,20.38,355500000,2,5
45107,16.65,312700000,4,4
45044,17.23,315000000,3,2
45282,6.42,170000000,1,4
45205,14,94619220,2,4
45219,10.05,122500000,1,4
45254,13.46,98000000,1,4
45205,14,65720000,1,4
45226,5,35803220,1,4
45212,14,121800000,1,4
45198,14,106400000,1,3
45205,16.67,57358000,1,4
45282,14,139200000,1,4
45240,16.75,100000000,1,3
45268,17.88,12000000,1,3
45198,18.05,15000000,1,1
45268,15.9,296800000,2,3
45254,4.98,62101000,1,4
45219,15,1160000000,1,4
45240,19.3,20000000,1,3
45289,14,53000000,1,4
45268,17.82,86300000,6,4
45282,18.45,479400000,5,3
45233,15.9,40000000,1,3
45254,17.4,65000000,1,3
45240,14,120631050,2,4
45212,18.35,140000000,1,4
45198,14.03,88100000,1,3
45254,19.3,20000000,1,3
45282,17.71,140000000,1,4
45254,6.07,155600000,1,4
45282,16.15,310965000,1,4
45226,17.74,140000000,1,5
45261,5,140000000,2,4
45240,5,66468000,1,5
45268,16.85,500000000,1,4
45261,16.94,36000000,1,3
45282,18.72,141368250,1,4
45275,8.95,155000000,1,4
45289,5,51870520,1,5
45261,12.52,110000000,1,4
45205,20.9,59160000,1,4
45163,17.51,490000000,5,3
45205,18.86,230989340,1,5
45226,19.35,60000000,1,2
45275,17.6,90000000,1,4
45184,15.7,100000000,1,5
45254,13.25,51155780,1,4
45240,14.75,184900000,2,5
45198,10.66,117600000,1,4
45198,14,84000000,1,4
45289,19.3,62000000,1,3
45219,17.6,200000000,1,3
45282,5.75,64396000,1,5
45198,14,75000000,1,4
45282,18.2,105000000,1,4
45198,19.3,49500000,1,3
45016,18.58,298940360,17,2
45149,18.04,120000000,1,5
45296,13.6,266354355,4,4
45191,16.81,45000000,2,1
45261,13.25,206791000,2,4
45289,16.45,69200000,2,4
45296,17.6,112000000,1,4
45219,16.8,110000000,1,3
45268,17.25,133000000,2,3
45254,18.05,238000000,1,4
45275,8.9,322000000,1,5
45296,16.45,733746587,3,4
45226,9.3,54401000,1,5
45233,5,49055700,1,5
45261,17.25,140000000,1,4
45282,16.9,150000000,1,1
45198,8.8,85200000,1,5
45289,17.6,250000000,1,4
45289,17.52,203000000,2,4
45233,18.42,26000000,1,3
45233,17.6,100000000,1,3
45191,12.75,145000000,2,4
45191,17.48,4027517670,14,4
45268,9.3,69600000,1,5
45233,17.6,615000000,1,4
45275,18,100000000,1,3
45289,4.01,52796000,1,4
45240,18.05,16000000,1,2
45282,13.84,632748900,13,4
45254,17,24700000,1,3
45226,17.35,84000000,1,4
45037,18.1,192500000,1,4
45275,17.35,12500000,2,1
45233,14,65700000,1,4
45254,14.1,765000000,1,4
45198,5,76300000,1,4
45219,14.5,490000000,1,3
45254,16,140000000,1,3
45296,14,31613641,1,2
45079,18.22,1050800000,4,4
45282,17.28,110000000,1,4
45254,17.6,146714820,1,4
45198,18.35,123000000,1,4
45079,17.95,270000000,1,3
45296,15.12,222720000,2,5
