Fecha,Tasa_efectiva_promedio_ponderada,Montos_desembolsados,Numero_de_creditos_desembolsados,Plazo,Valor_promedio_credito
45247,15.53,31176159,2,3,15588079.5
45226,18.05,284900076,1,3,284900076
45240,17.6,115765405,1,4,115765405
45184,16.27,1517671667,18,3,84315092.61
45212,16.45,22715322,1,4,22715322
45114,19.15,10017560101,44,4,227671820.5
45261,18,150354312,1,3,150354312
45198,18.57,472854017,1,3,472854017
45037,17.58,135068354,4,2,33767088.5
45233,8.94,159534255,2,5,79767127.5
45247,5,303322849,4,5,75830712.25
44995,18.68,324154988,3,4,108051662.7
45282,17.05,221432369,1,4,221432369
45135,17.65,289019091,1,3,289019091
45233,17.88,48368106,1,4,48368106
45240,14,297672911,1,3,297672911
45135,18.57,6044164641,41,3,147418649.8
44946,20.14,70163062,6,2,11693843.67
45226,17.88,19726957,1,2,19726957
45198,14,112294654,2,4,56147327
45254,16.98,247388171.6,2,4,123694085.8
45212,16.33,489060232,10,5,48906023.2
45233,14,74697914,1,5,74697914
45205,14,106176979,1,4,106176979
45072,18.73,1339769923,18,4,74431662.39
44988,19.5,13586922593,69,3,196911921.6
44939,16.59,3596264004,25,3,143850560.2
45282,16.6,204755034,1,4,204755034
45016,25.37,149047855,1,4,149047855
45233,16.7,152594783,1,3,152594783
45212,17.35,4333959,1,1,4333959
44995,17.33,1142663894,34,3,33607761.59
45016,19.47,7445436569,31,4,240175373.2
45128,10.5,25568697.09,1,1,25568697.09
45184,17.42,139092495,1,5,139092495
45205,18.05,42277888,2,3,21138944
45212,18.37,696506905,5,4,139301381
45128,20.96,568438259,7,4,81205465.57
45198,16.01,541596347,1,3,541596347
44953,16.97,791447454,8,4,98930931.75
44981,21.01,342893113,4,4,85723278.25
45212,10.05,158114193,1,5,158114193
45247,5,62172248,1,5,62172248
45044,21.24,1420046297,16,4,88752893.56
45198,17.45,223493982,1,4,223493982
45254,15.12,43589126,1,5,43589126
45191,17,88082637,2,2,44041318.5
45254,17.46,247531222,1,2,247531222
45121,13.83,867434462,5,4,173486892.4
45198,14,37242879,1,4,37242879
45219,9.15,167515543,2,5,83757771.5
45226,13.75,1875106983,18,3,104172610.2
45247,8.91,453947057,6,5,75657842.83
45240,18.05,548659867,1,4,548659867
45100,18.62,3411803989,15,4,227453599.3
45247,5,64295693,1,4,64295693
45198,16.75,97308605,2,3,48654302.5
45233,5,46688984,1,5,46688984
45044,17.83,55174805,2,3,27587402.5
45261,17.32,229685691,1,4,229685691
45240,5,79406026,1,5,79406026
45247,5,539815403,6,5,89969233.83
45226,16.05,214917379.8,1,4,214917379.8
45261,14.3,88859642,1,4,88859642
45205,17.88,24592779,1,5,24592779
45198,15.2,169133417,2,3,84566708.5
45051,25.51,1467193763,9,5,163021529.2
44995,20.32,687004235,6,4,114500705.8
45177,20.49,120414241,1,4,120414241
45261,17.45,81471346,1,4,81471346
45205,18.63,121103162,2,4,60551581
44953,21.43,671740968,8,5,83967621
45254,17.6,332827494,2,3,166413747
45128,15.54,5045067104,64,4,78829173.5
44939,17.72,10623397186,49,4,216804024.2
45226,14,5200000,1,1,5200000
44939,14.65,29282767,1,1,29282767
45240,14,77954598,1,5,77954598
45226,8.6,175861922,2,5,87930961
45198,14.3,119487868,1,3,119487868
45142,14,90570059,2,2,45285029.5
45198,17.05,584073822,1,3,584073822
45100,17,322997478,7,3,46142496.86
45261,18.05,28875904,3,3,9625301.333
45254,15.19,174023532,4,5,43505883
45135,14.78,1667963059,32,3,52123845.58
45205,16.77,164817328,1,4,164817328
45156,18.77,66096029,3,1,22032009.67
45212,15.94,127599224,2,5,63799612
44960,16.94,3080680217,10,4,308068021.7
45212,8.96,439895247,6,5,73315874.5
45156,17.45,56123795,2,2,28061897.5
45282,14.98,99521253,1,4,99521253
45184,15.8,5601394869,74,4,75694525.26
45226,9.35,103203325,1,4,103203325
45247,17.32,9340652,1,4,9340652
45247,17.88,11623131,1,2,11623131
45044,17.48,3159467938,8,5,394933492.3
45149,15.79,540091469,14,3,38577962.07
44939,16.58,126897162,6,1,21149527
45170,21.66,1990101216,28,4,71075043.43
45205,9.25,55649052,1,3,55649052
45219,16.45,68225467,1,4,68225467
45219,20.58,244746135,1,4,244746135
45184,13.9,846973066,7,4,120996152.3
45261,5,110735522,2,5,55367761
45233,18.05,239198852,1,4,239198852
45198,14,371761938,3,3,123920646
45198,17.15,575478268,1,4,575478268
45128,18.41,710287182,6,3,118381197
45219,18.05,90676318,1,4,90676318
44995,17.12,2249211769,30,4,74973725.63
45219,14,139981997,2,4,69990998.5
45233,14,114258165,1,1,114258165
45254,14,45410119,1,5,45410119
44960,21.1,34225249,2,3,17112624.5
45261,17.6,375930372,1,4,375930372
45240,18.55,7823595,1,1,7823595
44988,17.97,11960402881,64,4,186881295
45009,18.65,44215347,1,1,44215347
45254,16.77,161886462,2,4,80943231
45233,14,25343377,1,3,25343377
45261,13.3,119635424,1,4,119635424
45261,14,81075235,1,4,81075235
45212,14,59981534,1,4,59981534
45261,14,53601977,1,4,53601977
45142,21.52,603256057,3,4,201085352.3
45135,15.51,9982417511,149,4,66996090.68
45226,8.82,217987546,4,5,54496886.5
45226,8.97,167671707,3,5,55890569
45212,14.49,211228439,3,3,70409479.67
45198,16.88,423269398,4,4,105817349.5
45247,17.36,457717885,1,3,457717885
45261,18.4,291570213,3,4,97190071
45079,17.64,918876296,2,4,459438148
45261,14,684791214,8,4,85598901.75
45282,7.8,32823489,1,4,32823489
45051,16.59,221579884.3,4,3,55394971.08
45198,5,84331377,1,5,84331377
45023,17.28,1281905098,24,5,53412712.42
45233,9.09,232617541,3,5,77539180.33
45009,17.92,829529561,9,3,92169951.22
45233,14.26,112398788,2,5,56199394
45254,15.01,2618640176,32,4,81832505.5
45282,15.17,114773527,3,3,38257842.33
45261,17.35,11228636,1,4,11228636
45107,17.91,343932111,5,4,68786422.2
45261,17.15,276932846.4,1,3,276932846.4
45233,14.5,102724161,1,4,102724161
44967,18.03,91356903,3,1,30452301
45254,18.46,349802384,2,4,174901192
45198,6.5,31156608,1,4,31156608
44988,17.64,880795539,15,3,58719702.6
45044,14,205834414,2,3,102917207
45240,17.74,23755778,1,5,23755778
45212,18.72,21991837,1,4,21991837
45254,15.95,182288832,1,3,182288832
45226,15.26,102583867,2,2,51291933.5
45198,14,121799989,1,4,121799989
45037,16.48,1689617834,34,3,49694642.18
45009,21.08,465182285,2,4,232591142.5
45219,20.6,60977915,1,3,60977915
45226,17.45,27121628.7,1,4,27121628.7
45226,15.74,122946034,2,3,61473017
45254,9.44,173273725,2,5,86636862.5
45086,20.33,201529607,4,4,50382401.75
45219,18.05,261173674,1,3,261173674
45261,14,1103188163,12,4,91932346.92
45135,19.08,14015210459,68,4,206106036.2
45240,14,74335856,1,4,74335856
45240,14,52886236,1,4,52886236
45219,17.88,14229232,1,3,14229232
44953,18.21,5758185394,84,3,68549826.12
45107,16.32,2208963099,25,3,88358523.96
45247,14,153152498,2,4,76576249
45149,17.96,216875356,8,2,27109419.5
45254,18.51,136318548,1,3,136318548
45016,18.61,8896252899,12,4,741354408.3
45170,18.23,23961524,3,2,7987174.667
45135,14,5000000,1,2,5000000
45247,18.5,81080441,1,4,81080441
45226,18.55,5000000,1,2,5000000
45198,13.91,200264371,3,3,66754790.33
45016,17.73,295577194,17,1,17386893.76
45261,18.34,189217091,1,4,189217091
45212,8.84,265644838,3,5,88548279.33
45212,5,488545528,4,4,122136382
45240,17.04,495367816,1,4,495367816
45261,14,398499606,7,4,56928515.14
45205,13.05,89600035,1,3,89600035
45247,19.32,227845788,1,3,227845788
45016,19.19,3017844474,12,3,251487039.5
45261,5,73303626,1,4,73303626
45247,17.66,105353054,1,4,105353054
45163,20.58,212857351,3,4,70952450.33
45142,19.98,911221074,10,4,91122107.4
45282,17.88,99728985,1,4,99728985
45212,13.6,112393552,2,2,56196776
44960,18,291040364,3,3,97013454.67
45205,17.45,196822314,1,4,196822314
44981,20.47,629718257,3,4,209906085.7
45044,17,35172747.59,2,2,17586373.8
45142,16.67,1077776454,6,3,179629409
45205,14,58599523,1,4,58599523
45016,20.55,1638924194,10,4,163892419.4
45121,17.58,3854130584,16,4,240883161.5
45051,13.83,737111711,4,4,184277927.8
45093,16.42,3801210619,23,3,165270026.9
45233,14,360944034,4,4,90236008.5
45191,13.71,414398004,3,3,138132668
45212,7.31,228426794,1,5,228426794
45240,10.4,273457553,1,5,273457553
45254,14.3,80495512,2,5,40247756
45219,15.8,89698561,1,3,89698561
45261,14.07,43590286,1,3,43590286
45247,14,169318999,2,5,84659499.5
45282,16.63,91787387,1,3,91787387
45240,16.77,106008305,1,3,106008305
45198,17.6,20318242,1,2,20318242
45254,9.27,164899494,3,5,54966498
45282,20.35,87583333,1,4,87583333
45254,17.04,153538366,1,4,153538366
45149,17.83,1203436555,5,3,240687311
45198,16.68,1041970777,5,5,208394155.4
45198,14,327336934,1,4,327336934
45247,18.05,6000000,1,3,6000000
45226,13.53,227446635,3,4,75815545
45212,14,77728085,1,4,77728085
45261,5,61331225,1,4,61331225
45226,18.05,18245854,1,1,18245854
45226,8.9,120654144,1,5,120654144
45163,17.39,2999401179,11,4,272672834.5
45198,17.6,108920005,1,4,108920005
45254,18.16,16967765,1,3,16967765
45261,16.75,93694214,1,4,93694214
45240,18.5,98177561,1,4,98177561
45044,18.59,424124628,12,3,35343719
45226,14,35710558,1,5,35710558
45226,9.9,81545047,1,5,81545047
44995,23.85,439295368,5,4,87859073.6
45198,16.25,116631027,3,4,38877009
45205,14.58,492404007,8,5,61550500.88
45261,14,47994217,1,2,47994217
45233,17.6,109589637,1,4,109589637
45142,18.75,671513988,4,3,167878497
45177,22.71,188983006,2,4,94491503
45009,17.39,176029149,15,1,11735276.6
45226,16.45,171376342,2,4,85688171
45226,16.77,314140015,1,4,314140015
45177,15.35,3846017027,54,4,71222537.54
45254,17.83,68470925,4,4,17117731.25
45198,14.18,125279796,1,4,125279796
45233,14,96027846,1,4,96027846
45240,14,57140847,1,4,57140847
45261,14,25948036,1,5,25948036
44960,17.8,3717500199,45,4,82611115.53
45254,16.45,78285003,1,4,78285003
45226,9.36,494086392,8,5,61760799
45261,14,49308679,1,4,49308679
45212,17.25,251208177,1,1,251208177
45198,15.94,310859363,1,4,310859363
45198,18.05,18308785,1,2,18308785
45184,15.69,322438303,4,4,80609575.75
45156,17.72,156218847,2,3,78109423.5
45198,18.79,1252658933,2,5,626329466.5
45142,16.97,201658657,3,2,67219552.33
45198,17.57,53718475,2,3,26859237.5
45198,14,9264110,1,3,9264110
45156,14.16,6123927634,85,3,72046207.46
45212,18.55,109616398,1,4,109616398
45233,17.92,8140347,1,3,8140347
45198,15.35,2479372684,34,5,72922726
45233,16.15,360805552,1,4,360805552
45198,14,99944961,1,4,99944961
45198,18.3,180746192,1,4,180746192
45219,13.3,598739551,1,4,598739551
45156,17.72,3398575902,43,4,79036648.88
44981,19,1558263206,26,4,59933200.23
45226,14,520362938,7,4,74337562.57
45226,11.97,118424221,2,4,59212110.5
45240,17.75,404504035,1,4,404504035
45205,19.72,185838982,1,4,185838982
45219,14,23310659,1,4,23310659
45233,17.32,83993208,1,5,83993208
45051,18.67,5775577907,28,4,206270639.5
45030,16.5,135428211,4,2,33857052.75
45156,13.58,437507681,4,3,109376920.3
45107,23.67,1965763198,7,4,280823314
45261,14,94971285,1,4,94971285
45093,17.06,6281686950,19,4,330615102.7
45219,14,109766703,1,4,109766703
45233,6.9,136339175,1,5,136339175
45233,14,77690464,1,4,77690464
44974,19.41,150936598,3,1,50312199.33
45247,17.35,8000000,1,1,8000000
45002,18.74,865691853,19,4,45562729.11
44946,16.93,45488497,5,1,9097699.4
44981,17.4,286949127,3,2,95649709
45002,17.72,17520380289,53,4,330573213
45226,17.25,585361093,1,4,585361093
45121,20.4,173249401,4,2,43312350.25
45226,18.05,15433121,1,3,15433121
44939,15.44,2182524551,26,4,83943251.96
44953,23.02,788125125,10,4,78812512.5
45219,15.12,105900525,1,3,105900525
45058,17.95,1282457247,5,4,256491449.4
45226,9.5,139631889,1,4,139631889
45212,14,44555726,1,4,44555726
45212,14,25461615,1,4,25461615
45247,13.87,163958693,5,4,32791738.6
45282,17.35,38661371,1,3,38661371
45072,17,1212414859,15,4,80827657.27
45254,17.6,40247389,1,4,40247389
45009,19.65,1818725816,19,3,95722411.37
45065,16.74,1218506497,14,3,87036178.36
45016,17.31,1095733381,6,2,182622230.2
45233,16.32,54285748,2,4,27142874
45100,14.31,3048045172,49,3,62205003.51
45254,8.8,77727235,1,5,77727235
45261,18.05,228272417,1,3,228272417
45205,18.45,125696451,1,4,125696451
45240,19.84,95127673,1,5,95127673
45107,18.66,2441381974,8,4,305172746.8
45240,15.6,125799385,3,3,41933128.33
45212,18.04,130925547,1,3,130925547
44974,17.11,1062355448,15,3,70823696.53
45016,16.8,4494240303,25,3,179769612.1
45205,9.33,107392255,2,5,53696127.5
45226,15.71,3436165327,45,4,76359229.49
45205,17.15,84834577,1,4,84834577
45247,15.95,281200344,1,3,281200344
44981,17.34,218379575,3,3,72793191.67
45009,18.37,7144477065,37,4,193093974.7
45107,23.71,2659289813,16,5,166205613.3
45198,19.1,78984202,1,4,78984202
45261,15.12,42816034,1,4,42816034
45128,17.49,4120554552,14,5,294325325.1
45198,14,32492096,1,3,32492096
45044,18.26,516013386,2,3,258006693
44981,25.35,1237269674,5,3,247453934.8
44988,17.17,864201711,11,4,78563791.91
44946,16.19,2130929749,29,4,73480336.17
45079,18.65,5448405856,80,5,68105073.2
45142,20.17,1564647608,3,4,521549202.7
45247,16.15,194056254.6,1,3,194056254.6
45254,18.75,60828503,1,3,60828503
45184,14.48,4860281944,85,3,57179787.58
45016,17.01,1131836495,23,3,49210282.38
45233,13.95,54895612,1,5,54895612
45261,18.3,28130979,1,4,28130979
45156,18.99,568104567,6,4,94684094.5
45198,10.05,147206839,1,5,147206839
45247,14,94548972,2,5,47274486
45254,18.25,503434112,2,4,251717056
45198,8.6,82657574,1,4,82657574
45226,8.8,86921392,1,5,86921392
44960,20.08,337381448,1,4,337381448
45282,17.74,7700000,1,4,7700000
45247,14,109174563,1,5,109174563
45247,13.25,121881019,1,4,121881019
44946,18,425275475,3,3,141758491.7
45149,21.26,7347529224,100,5,73475292.24
45226,8.8,100085715,1,5,100085715
45219,15.99,277405389,1,4,277405389
45282,8.8,270702758,1,4,270702758
45212,14.4,139789432,1,4,139789432
44946,18.44,10953201555,50,4,219064031.1
45247,14,130206229,2,4,65103114.5
45261,8.74,128199437,2,5,64099718.5
45205,17.88,5000000,1,2,5000000
45247,14,85830439,2,4,42915219.5
45247,14,48213664,1,4,48213664
45226,14,337591219,7,4,48227317
45261,16.21,455046631,8,5,56880828.88
45205,19.2,38862265,1,3,38862265
45037,20.3,491849856,2,4,245924928
45191,15.89,151265886,4,3,37816471.5
45233,14.59,74556019,2,4,37278009.5
45254,16.85,165623376,1,4,165623376
45107,16.97,662470513,4,3,165617628.3
45219,15.95,128474426,1,3,128474426
45198,13.25,173780616,2,4,86890308
45226,13.87,2449388576,22,4,111335844.4
45114,16.84,1172347251,39,3,30060185.92
45212,18.26,582966149,3,5,194322049.7
45226,14.83,637595679,3,4,212531893
45198,13.72,99998186,1,4,99998186
45107,17.8,6863859,1,3,6863859
44988,18.5,1532981627,9,3,170331291.9
45261,17.7,22285974,1,3,22285974
45282,14,38745861,1,5,38745861
45009,18.11,466044972,9,4,51782774.67
45233,17.35,13985931,1,3,13985931
45163,13.76,1683642559,20,4,84182127.94
45233,19.3,9300000,1,1,9300000
45261,17.25,60550973,1,4,60550973
45282,17.47,205714504,2,3,102857252
45233,14.53,497406911,7,5,71058130.14
45205,18.45,144759582,1,1,144759582
45261,9.23,948525529,12,5,79043794.08
45191,18.64,949761164,11,5,86341924
45016,25.41,1550482224,7,4,221497460.6
45261,17.88,7600000,1,4,7600000
45226,8.81,274080377,3,5,91360125.67
45142,16.61,2406763208,11,4,218796655.3
44967,18.85,67263961,3,1,22421320.33
45254,18.35,34472812,1,4,34472812
45261,5,130809312,2,5,65404656
45219,17.09,203853108,3,4,67951036
45086,20.24,198401654,1,4,198401654
45212,18.05,56680152,1,3,56680152
44946,16.55,1969293133,7,4,281327590.4
45016,17.29,17230070666,102,3,168922261.4
45240,17.26,115441999,5,3,23088399.8
45282,5,82062418,2,4,41031209
45198,16.63,6100000,1,4,6100000
45240,17.32,71549983,1,5,71549983
44974,17.6,1305059909,6,3,217509984.8
45177,13.84,19206400788,238,4,80699162.97
45282,14,89324303,1,5,89324303
45247,15.29,368760261,6,4,61460043.5
45121,21.54,87545516,1,4,87545516
45079,23.79,1890376179,6,4,315062696.5
45198,15.42,406820961.2,6,3,67803493.53
45261,15.54,154653341,2,3,77326670.5
45198,5,138723026,1,3,138723026
45226,16.77,106052761,1,4,106052761
45044,12.63,917313399,13,4,70562569.15
45247,15.48,1850081746,28,5,66074348.07
45219,18.16,12134106,1,5,12134106
45282,15.75,36623781,1,4,36623781
45086,19.47,255177245,2,3,127588622.5
45254,16.55,379374968,1,4,379374968
45184,18.05,5000000,1,1,5000000
45261,18.05,261714396,1,4,261714396
45212,15.95,187089408,5,4,37417881.6
45149,20.53,257634879,3,4,85878293
45184,18.98,451371053,6,4,75228508.83
45205,14,419082392,4,4,104770598
44967,17.59,13985944267,54,4,258998967.9
45205,14,45042564,1,5,45042564
45254,8.95,208949981,2,5,104474990.5
45191,15.41,1739223767,10,3,173922376.7
45205,8.6,67550391,1,5,67550391
45086,18.16,181505987,3,3,60501995.67
45254,5,4708314341,41,5,114836935.1
45198,10.1,77814338,1,4,77814338
45219,17.88,21428367,1,3,21428367
45128,23.43,2385945039,15,5,159063002.6
45254,14,68023731,1,4,68023731
45212,19.3,7000000,1,3,7000000
45177,22.33,183868197,3,5,61289399
45114,16.49,205050038,3,4,68350012.67
45226,8.8,54843625,1,5,54843625
45233,16.77,239397604,1,4,239397604
45114,20.43,611366827,7,4,87338118.14
45240,8.7,76827253,1,5,76827253
45072,16.55,1116660601,35,3,31904588.6
45030,19.8,1636063473,18,4,90892415.17
45212,16.75,30325989,1,1,30325989
45282,18.3,100991794,1,5,100991794
45079,22.39,205958808,4,3,51489702
45135,18.92,1820134722,22,3,82733396.45
45156,18.27,6326139054,27,4,234301446.4
45121,17.24,1004337695,31,3,32397990.16
45254,15.12,169489831,2,3,84744915.5
44960,16.86,2094189299,16,4,130886831.2
45016,20.15,258246798,5,1,51649359.6
45233,10.05,116257239,1,4,116257239
45233,9.39,195485625,3,5,65161875
45079,20.37,634094975,5,4,126818995
45198,8.6,86335742,1,4,86335742
45240,14,115330425,1,4,115330425
45233,19.2,156831988,1,3,156831988
44988,19.44,10050697435,44,4,228424941.7
45093,19.4,224627594,2,3,112313797
45212,14,61290751,1,4,61290751
45247,14,57688476,1,4,57688476
44995,17.48,2715105641,16,4,169694102.6
44995,18.97,346628392,4,3,86657098
45079,17.51,441557857,2,5,220778928.5
45072,18.4,155065729,9,2,17229525.44
45198,15.34,170929563,2,4,85464781.5
45044,17.8,6177984217,27,4,228814230.3
45254,14,231359436,3,4,77119812
45037,18.58,365137845,12,4,30428153.75
45184,13.83,511650537,5,4,102330107.4
45191,18.67,121895772,3,1,40631924
44960,16.49,143228339,2,4,71614169.5
45009,20.46,47641946.56,3,2,15880648.85
45030,18.65,8573223716,41,4,209103017.5
45198,14,70778784,1,4,70778784
45205,15.25,57165183,2,4,28582591.5
45233,18.16,54896255,1,5,54896255
45233,8.8,53433879,1,5,53433879
45142,14,2438082202,29,4,84071800.07
44974,19.74,776793606,5,4,155358721.2
45254,17.29,125527644,4,3,31381911
44981,18.08,3517756247,30,3,117258541.6
45226,17.74,6300000,1,4,6300000
45233,14.79,380151648,5,4,76030329.6
45205,18.58,234234097,1,5,234234097
44960,22.1,105516745,1,3,105516745
45107,17.9,2567396414,6,4,427899402.3
45030,18.4,54269610.64,1,2,54269610.64
45107,13.44,2160824212,11,4,196438564.7
45240,15.12,42686443,1,5,42686443
45086,16.39,41747666747,742,5,56263701.82
45219,8.9,47274206,1,4,47274206
45282,14,97949941,1,3,97949941
45254,9.48,122047164,2,5,61023582
45198,17.55,576039247,1,4,576039247
45254,14.44,740564724,8,4,92570590.5
45037,21.22,250281687,3,3,83427229
45135,13.86,18331999833,242,4,75752065.43
45282,5,172454269,2,5,86227134.5
45205,17.88,7530132,1,3,7530132
45198,15.1,207203346,3,4,69067782
45282,13.6,2323645118,25,4,92945804.72
45163,20.31,189343329,2,4,94671664.5
44981,16.93,1779668117,38,3,46833371.5
45135,17.89,2912024992,33,5,88243181.58
44939,20.52,230410028,4,4,57602507
45226,17.74,5000000,1,4,5000000
45261,8.9,97500627,1,5,97500627
45247,16.75,74738191,1,4,74738191
44988,9.6,44540636,1,3,44540636
44988,11.35,14012515,1,1,14012515
45261,9.02,894233696,11,5,81293972.36
45226,14,37436303,1,4,37436303
45282,17.32,31549053,1,5,31549053
45254,9.19,989286787,16,5,61830424.19
45226,5,71873916,1,5,71873916
45051,15.5,2058374774,25,4,82334990.96
45226,3.45,123321255,1,4,123321255
45282,5.77,391907779,2,4,195953889.5
45198,5.79,444246764,5,5,88849352.8
45254,17.6,137114673,1,4,137114673
45240,17.6,168805778,1,3,168805778
45072,19.9,6260479111,31,4,201950939.1
45254,13.8,1503314833,15,4,100220988.9
45233,7.3,55549719,1,3,55549719
45240,14,18284763,1,4,18284763
45198,4.01,106248378,1,5,106248378
45261,19.3,8000000,1,1,8000000
45198,14,94517088,1,5,94517088
45282,17.05,205752275,1,3,205752275
45219,15.52,1192127115,15,5,79475141
45282,21.09,31584669,1,3,31584669
45051,24.46,171087037,1,5,171087037
45044,18.22,179347262,12,2,14945605.17
45205,17.05,46611668,1,4,46611668
45205,14.93,2977918349,48,5,62039965.6
45198,17.55,341345824,1,4,341345824
45128,17.05,8638831121,33,4,261782761.2
45226,15.42,313120572,5,5,62624114.4
45163,18.38,514135587,4,3,128533896.8
45247,8.9,55001862,1,5,55001862
45198,5,49504723,1,5,49504723
45212,18.16,331141637,1,5,331141637
45247,5,81934166,2,4,40967083
45261,18.58,317310000,1,5,317310000
45247,14.74,351260486,5,5,70252097.2
45079,17.55,196051694,1,2,196051694
45247,20.6,38560825,1,3,38560825
45254,17.86,56634767,4,4,14158691.75
45247,19.3,9000000,1,1,9000000
45247,15.8,80560723,1,3,80560723
45107,22.95,221842088,3,5,73947362.67
45044,20.76,761660476,4,4,190415119
45205,17.01,102075454,2,5,51037727
45254,15.1,2695607813,29,4,92951993.55
45016,18.95,394920837,4,4,98730209.25
44995,17.62,401649856,2,4,200824928
45261,14,135700268,2,5,67850134
45198,17.74,5500000,1,2,5500000
45198,20.49,9210878,1,3,9210878
45219,18.3,113037992,1,5,113037992
45226,17.32,215929472,1,4,215929472
45205,14,84423772,1,4,84423772
45205,18.05,39914168,1,3,39914168
45198,16.34,182255539,2,4,91127769.5
45170,17.17,535985877,2,4,267992938.5
45198,13.21,33451774.67,1,5,33451774.67
45205,12.52,69999904,1,4,69999904
45121,13.61,1123041225,13,4,86387786.54
45170,14.29,6897164483,103,3,66962761.97
44995,18.61,193047054,2,3,96523527
45212,7.31,175587162,1,4,175587162
45247,16.74,283754564,1,3,283754564
45212,14,119949503,1,5,119949503
45198,17.05,87669495,1,4,87669495
45198,16.65,1542976597,7,4,220425228.2
45177,19.39,404012288,2,4,202006144
45212,13.65,500680746,5,4,100136149.2
45219,18.39,744915987,7,5,106416569.6
44967,16.63,3108244516,21,4,148011643.6
45219,16.82,163450414,2,4,81725207
45219,16.5,54285422,1,4,54285422
45226,16.55,252644196,2,4,126322098
45079,18.51,547904148,9,3,60878238.67
45205,14,89695945,1,1,89695945
45170,16.5,2077094305,6,5,346182384.2
45233,16.87,485693526,2,3,242846763
45009,17.42,169037606,10,1,16903760.6
44960,18.34,1182699026,22,4,53759046.64
45212,17.58,344391231,1,4,344391231
45261,17,431874803,1,4,431874803
45002,17.5,634481093,4,3,158620273.3
44953,23.45,22641349,1,4,22641349
45093,18.52,156501837,1,5,156501837
45219,18.45,352612792,2,4,176306396
45002,12.37,1992109366,14,4,142293526.1
45016,19.76,188911016,2,2,94455508
45086,15.98,2225683316,8,3,278210414.5
45114,17.1,514407852,6,3,85734642
45198,16.63,210821186,3,4,70273728.67
45184,18.16,231617863,14,1,16544133.07
45261,14,116875637,1,5,116875637
45205,8.9,156691819,2,5,78345909.5
44988,20.24,12446938643,58,4,214602390.4
45261,14,268520606,4,4,67130151.5
45058,18.75,209516907,1,3,209516907
44967,21.78,731619536,10,4,73161953.6
45226,5,58656047,1,4,58656047
45065,17.67,2204329492,37,5,59576472.76
45240,10.1,17738446,1,4,17738446
45079,17.81,2682673806,15,4,178844920.4
45065,15.59,3645457779,40,4,91136444.48
45163,21.19,1485603177,22,4,67527417.14
45128,14,80953748,1,2,80953748
45261,16.8,76196912,1,2,76196912
45233,9.25,204563405,5,5,40912681
45212,17.04,144894901,1,4,144894901
45233,5,299160891,4,5,74790222.75
45261,8.8,56813216,1,5,56813216
45282,8.24,572908866,7,5,81844123.71
45205,15.12,55726155,1,5,55726155
45233,13.3,231068613,1,3,231068613
45198,17.42,555952103,3,3,185317367.7
45037,17.7,1748619936,4,4,437154984
44981,17.75,13419681,1,2,13419681
45212,15.12,101999455,1,5,101999455
44967,21.28,150557344,1,4,150557344
45219,9.4,104234841,2,5,52117420.5
45198,14,89410546,1,5,89410546
45233,14,48295296,1,4,48295296
45254,18.3,220492062,1,3,220492062
45247,18.25,595791545,2,4,297895772.5
45135,23.46,4323395472,25,5,172935818.9
45198,13.61,623194542,8,4,77899317.75
45261,15.24,422350583,6,4,70391763.83
45198,15.44,786982495,15,4,52465499.67
45205,17.55,119856211,1,4,119856211
45233,15.12,55610366,1,5,55610366
45149,17.93,1445832975,7,4,206547567.9
45058,16.63,1456979157,9,3,161886573
45233,14,41789945,1,5,41789945
45247,15.59,145367634,3,4,48455878
45233,14,483430596,5,3,96686119.2
45261,8.9,19768781,1,4,19768781
45219,15.24,143426843,2,5,71713421.5
45247,17.25,297999365,1,3,297999365
45016,23.75,241499994.6,3,4,80499998.19
45261,14,110993658,1,4,110993658
45233,5,121666211,2,5,60833105.5
45261,9.9,63925273,1,5,63925273
45212,5,106775349,1,4,106775349
45233,14,92365093,1,4,92365093
44974,20.01,386495243,11,4,35135931.18
45128,16.93,246993092,7,4,35284727.43
45219,16.84,170847852,2,4,85423926
45233,16.22,746054282,4,4,186513570.5
45240,14.31,67306514,2,5,33653257
45233,18.4,379890733,2,4,189945366.5
45261,16.75,98415136,1,4,98415136
45226,14,13311648,1,4,13311648
45254,17.55,234317154.8,1,1,234317154.8
45247,14,82925235,1,4,82925235
45198,14,4640000,2,1,2320000
44967,20.69,65062956,4,2,16265739
45261,5,128799497,2,5,64399748.5
45198,16.53,276798156,3,4,92266052
45226,17.88,7000000,1,4,7000000
44981,25.32,431154591,3,4,143718197
45198,18.16,11607986,1,2,11607986
45156,16.01,1209448239,34,4,35572007.03
45198,14.52,155750519,2,5,77875259.5
45002,19.23,1710701841,12,4,142558486.8
45079,16.87,5573209667,45,3,123849103.7
45142,19.75,1295357731,6,3,215892955.2
45233,16.85,513409332,1,4,513409332
45226,18.55,3408714,1,3,3408714
45226,18.45,140626926,1,3,140626926
45072,20.49,469280891,3,4,156426963.7
45233,5,67849497,1,4,67849497
45219,14,66834675,1,4,66834675
45058,19.62,75349637.46,3,2,25116545.82
45254,14,357305859,7,4,51043694.14
45247,8.8,114006751,1,5,114006751
44953,18.23,3436729628,41,4,83822673.85
45282,14,47099664,1,4,47099664
45163,17.56,1662789304,4,4,415697326
45205,16.75,53458333,1,4,53458333
45282,7.65,121122842,2,5,60561421
