Fecha,Tasa_efectiva_promedio_ponderada,Montos_desembolsados,Numero_de_creditos_desembolsados,Plazo,Valor_promedio_credito
45177,17.24,140000000,1,3,140000000
45261,9.09,133995000,2,5,66997500
45275,14,89660824,1,4,89660824
45282,14,114258000,1,4,114258000
45254,19.14,25000000,1,5,25000000
45282,19.3,71900000,4,3,17975000
45275,7.6,111631560,2,5,55815780
45296,18.35,26000000,1,3,26000000
45065,16.41,1303978000,8,3,162997250
45282,18.72,125000000,1,5,125000000
45240,18.05,133000000,1,4,133000000
45296,16.49,273159400,1,5,273159400
44960,21.04,2773012390,14,4,198072313.6
45282,8.31,214600000,2,5,107300000
45247,13.25,163193170,2,4,81596585
45247,9.9,77400000,1,4,77400000
45254,17.6,315000000,1,4,315000000
45296,13.35,109600000,1,5,109600000
45275,15.75,18761837,1,2,18761837
45219,16.55,166170200,1,4,166170200
45212,17.05,15000000,1,3,15000000
45261,14,111700000,2,4,55850000
45079,18.45,212590000,1,1,212590000
45219,17.45,280000000,1,4,280000000
45219,19,168700000,1,4,168700000
45219,18.4,154000000,1,5,154000000
45009,20.74,1151510500,2,5,575755250
44995,20.55,1275374980,9,3,141708331.1
45233,19.85,54000000,1,3,54000000
45205,14,72800000,1,1,72800000
45254,17.46,49316000,1,4,49316000
45226,14.74,103200000,1,4,103200000
45114,17,15000000,1,1,15000000
45198,14,126900000,1,4,126900000
45212,5,191657000,2,5,95828500
45289,16.15,190000000,1,4,190000000
45205,16.77,192307120,1,4,192307120
45212,18.8,27000000,1,3,27000000
45198,19.75,37165000,1,4,37165000
45254,17.6,118351000,1,4,118351000
45296,15.05,121400000,3,3,40466666.67
45261,16.15,200000000,1,4,200000000
45282,14,105166750,2,4,52583375
45037,15.98,733639600,7,4,104805657.1
45289,18.05,54000000,1,4,54000000
45233,16.75,24000000,1,4,24000000
45240,17.6,60000000,1,3,60000000
45198,4.01,94000000,1,4,94000000
45205,14,59865910,1,3,59865910
45289,15,117740000,1,3,117740000
45205,18.05,315000000,1,4,315000000
45226,14.95,126800000,2,5,63400000
45198,13.25,106600000,1,4,106600000
45296,4.84,500000000,1,3,500000000
45254,14,352231620,5,4,70446324
45233,8.9,62484000,1,4,62484000
45240,14,72000000,1,4,72000000
44953,19.04,248250000,2,5,124125000
45023,21.69,70000000,1,1,70000000
45268,8.8,79356060,1,4,79356060
45233,7.31,169000000,1,4,169000000
45212,16.37,166785870,2,3,83392935
44967,19.81,129552020,1,3,129552020
45163,19.84,187000000,1,5,187000000
45275,17.83,180000000,2,5,90000000
45282,5,83400000,1,5,83400000
45212,9.9,230230000,1,5,230230000
45072,18.16,230000000,1,3,230000000
45212,14,24818390,1,4,24818390
44995,20.38,272000000,4,1,68000000
45177,18.16,245000000,1,5,245000000
45247,14,82600000,1,4,82600000
45205,18.38,285000000,1,5,285000000
45289,18.72,30000000,1,2,30000000
45261,14.7,89000000,1,4,89000000
45247,16.25,104000000,1,3,104000000
45212,6.9,63000000,1,4,63000000
45296,14.3,101471300,1,4,101471300
45009,18.15,30597000,1,3,30597000
45198,8.9,114710000,1,5,114710000
45275,18.3,184897300,1,4,184897300
45275,18.3,180000000,1,4,180000000
45240,8.8,84800000,1,5,84800000
45254,14,168000000,2,4,84000000
45261,17.55,300000000,1,4,300000000
45254,14,50500000,1,4,50500000
45261,19.35,120000000,1,3,120000000
45135,19.35,28000000,1,2,28000000
45002,17.7,140000000,1,3,140000000
45261,7.31,103124000,1,4,103124000
45275,14,100000000,1,4,100000000
45219,13.25,109662000,1,4,109662000
45261,14,167210000,2,4,83605000
45226,14,93000000,1,5,93000000
45289,17.6,168000000,1,3,168000000
45177,20.97,371900000,2,4,185950000
45198,4.75,110000000,1,4,110000000
45275,16.35,70400000,1,4,70400000
45212,14,70000000,2,2,35000000
45261,19.2,46500000,1,3,46500000
45268,14,47760000,1,4,47760000
45212,18.45,100000000,1,3,100000000
45289,4.9,120000000,1,4,120000000
45296,16,700000000,1,4,700000000
45261,16.55,500000000,1,4,500000000
45205,15.35,164880000,1,4,164880000
45289,12.57,187812000,2,4,93906000
44981,18,525000000,2,4,262500000
45233,9.24,22000000,1,4,22000000
45065,18.14,1174103920,7,4,167729131.4
45198,7.5,69100000,1,5,69100000
45261,14,87962500,1,3,87962500
45247,9.25,84000000,1,4,84000000
45205,18.5,45000000,1,3,45000000
45261,7.31,134659000,1,4,134659000
45268,14,231587000,3,4,77195666.67
45240,17.59,1061700000,4,4,265425000
45261,12.62,80000000,1,4,80000000
45240,16.92,174870400,2,4,87435200
45282,8.7,58160000,1,5,58160000
45275,19.85,66700000,1,4,66700000
45240,17.9,100000000,1,4,100000000
45149,18.85,105000000,1,4,105000000
45289,18,150000000,1,3,150000000
45198,17.57,360400000,3,3,120133333.3
45289,14.3,98700000,1,5,98700000
45268,17.6,224000000,1,4,224000000
45135,19.99,222900000,2,4,111450000
45121,18.01,75000000,1,5,75000000
45289,16.55,275200000,1,4,275200000
45240,19.75,204387400,1,4,204387400
45261,16.45,80000000,1,3,80000000
45289,17.05,246330000,1,3,246330000
45275,14,35744298,1,3,35744298
45282,17.6,267500000,1,4,267500000
45219,5,106800000,1,4,106800000
45198,16.75,127881000,1,3,127881000
45212,19.1,99800000,1,4,99800000
45254,5.75,129700000,1,4,129700000
45205,18.3,37260550,1,3,37260550
45240,18.58,124208000,1,5,124208000
45037,17.32,174600000,2,3,87300000
45261,14,27000000,1,3,27000000
45240,14.36,59000000,1,4,59000000
45282,13.25,49600000,1,4,49600000
45247,17.35,40000000,1,4,40000000
45191,14.85,882600000,6,4,147100000
45233,18.46,200000000,1,4,200000000
45198,15.95,37000000,1,3,37000000
45226,19.2,45000000,1,2,45000000
44995,18.21,120000000,1,3,120000000
45296,14,229380635,2,4,114690317.5
45261,14,46199930,1,3,46199930
45254,16.15,250000000,1,3,250000000
45282,15.84,38000000,1,2,38000000
45065,18.18,171865670,9,3,19096185.56
45268,15.15,100500000,1,3,100500000
44981,18.52,288000000,2,5,144000000
45212,19.35,100000000,1,3,100000000
45289,17.55,164500000,1,5,164500000
45247,14,38000000,1,5,38000000
45233,5.24,292000000,3,4,97333333.33
45268,16.9,200000000,3,3,66666666.67
45240,14,51391000,1,5,51391000
45261,18.45,163500000,1,4,163500000
45282,14,79492000,1,3,79492000
45093,20.26,250000000,1,5,250000000
45212,14,82420000,1,4,82420000
45254,16.9,556104500,1,5,556104500
45212,16.84,80000000,1,2,80000000
45219,5.75,69100000,1,4,69100000
45009,21.72,168580000,2,5,84290000
44988,23.64,65100000,1,4,65100000
45212,14,93191100,1,4,93191100
45247,19.35,50000000,1,3,50000000
45219,14.98,121755000,1,3,121755000
45268,17.6,80000000,1,3,80000000
45282,13.54,66000000,1,3,66000000
45212,11.88,139200000,1,3,139200000
45289,5,61100000,1,4,61100000
44953,18.23,350000000,1,3,350000000
45275,15.75,66975000,1,4,66975000
45261,14,220885900,3,4,73628633.33
45212,10.21,365400000,1,4,365400000
45107,21.9,327955000,2,5,163977500
45289,16.9,67000000,1,3,67000000
45261,5,80200600,1,5,80200600
45282,17.05,150000000,1,3,150000000
45289,18.78,65000000,1,3,65000000
45072,18.75,134550000,1,1,134550000
45016,18.15,187000000,1,4,187000000
45226,4.59,112000000,1,4,112000000
45149,14,73000000,1,1,73000000
44988,19.1,50000000,1,2,50000000
45219,14,28262150,1,4,28262150
45219,14.4,227500000,1,5,227500000
45233,9.06,73044220,1,5,73044220
45282,17.6,21942000,1,4,21942000
45240,14,168321000,2,4,84160500
45233,14,107130000,1,5,107130000
45268,14,100000000,1,4,100000000
45268,10.05,186000000,1,5,186000000
45261,18.92,210000000,1,3,210000000
45282,17.35,60000000,1,3,60000000
45296,17.45,427800000,1,4,427800000
45037,20.12,155132070,4,1,38783017.5
44953,20.15,120000000,1,2,120000000
45261,19.35,160000000,1,3,160000000
45065,19.22,304000000,2,3,152000000
45261,13.25,36200000,1,4,36200000
45268,9.3,108000000,1,5,108000000
45275,14,60000000,1,4,60000000
45205,17.55,180000000,1,4,180000000
45289,15.95,120000000,1,4,120000000
45072,18.07,1976800000,4,4,494200000
45282,17.6,250000000,1,4,250000000
45198,18.35,205000000,1,4,205000000
45240,13.25,96320000,1,4,96320000
45156,17.54,1210000000,4,5,302500000
45275,18.2,282936698,1,3,282936698
44974,18.09,338500000,4,4,84625000
45198,14,95000000,1,4,95000000
45254,17.6,147700000,1,4,147700000
45282,14,77400000,1,3,77400000
45289,19.35,289800000,1,3,289800000
45261,14,111700000,1,4,111700000
45198,16.75,62093100,1,4,62093100
45100,18.16,110000000,1,3,110000000
45296,16.65,48741395,1,4,48741395
45261,14,71000000,1,4,71000000
45275,7.87,247876400,3,5,82625466.67
45198,18.05,590000000,1,4,590000000
45212,8.7,31528500,1,5,31528500
45233,18.05,297000000,1,3,297000000
45205,8.9,151010000,2,5,75505000
45282,14,88550000,1,1,88550000
45282,6.8,184361100,1,5,184361100
45268,17.88,39000000,1,5,39000000
45296,17.6,137486300,1,4,137486300
45289,10.66,132000000,1,4,132000000
45247,9.9,111267400,1,5,111267400
45275,18.16,30978971,1,5,30978971
45226,14,38000000,1,4,38000000
45254,14,60700000,1,3,60700000
45254,13.25,97440000,1,4,97440000
45240,18.77,150000000,1,4,150000000
45261,16.75,66490000,1,4,66490000
45233,18.45,146773000,1,4,146773000
45114,17.87,749000000,4,4,187250000
45177,16.22,121480000,5,4,24296000
45254,18.82,426900000,2,4,213450000
45233,15.12,106680000,1,3,106680000
45065,17.78,678900000,2,3,339450000
45282,15.25,51000000,1,4,51000000
45282,5,109620000,1,4,109620000
45282,14,100000000,1,2,100000000
45261,14,55000000,1,4,55000000
45233,19.3,63700000,1,2,63700000
45254,16.15,75029480,1,4,75029480
45282,16,112000000,1,3,112000000
45254,16.15,95000000,1,4,95000000
45198,16.77,250000000,1,3,250000000
45275,18.3,7213000,1,5,7213000
45247,17.6,351190000,1,4,351190000
45233,13.25,96995000,1,4,96995000
45275,18.72,150000000,1,5,150000000
45296,18.58,209021818,1,5,209021818
45009,19.62,188000000,4,1,47000000
45107,14.64,422093000,6,4,70348833.33
45275,14,58200000,1,4,58200000
45219,14,114080000,5,4,22816000
45296,18.05,54523410,1,3,54523410
45100,17.55,105000000,1,4,105000000
45275,17.66,100000000,1,4,100000000
45261,17.65,38000000,1,3,38000000
45254,14,158880000,2,4,79440000
45205,18.58,282605400,1,5,282605400
45107,19.16,286421000,3,4,95473666.67
44974,17.94,932260750,6,3,155376791.7
45212,18.4,115500000,1,3,115500000
45219,17.74,25000000,1,4,25000000
45261,13.95,60900000,1,4,60900000
45198,19.3,30000000,1,3,30000000
45212,14,77717000,1,4,77717000
45212,5,82890000,1,5,82890000
45219,5,55651490,2,4,27825745
45226,18.15,141008000,1,4,141008000
45268,15,79978200,1,4,79978200
45240,14,65059000,2,4,32529500
45205,14.31,50000000,1,4,50000000
45233,19.85,33800000,1,4,33800000
45086,14,84500000,1,3,84500000
45205,14.61,322555410,5,5,64511082
45275,7.62,69712000,2,5,34856000
45219,17.55,105000000,1,4,105000000
45289,5,110000000,1,4,110000000
45282,14,82144480,1,4,82144480
45289,14,184743440,2,4,92371720
45275,15.2,261594418,1,4,261594418
45219,18.45,105000000,1,4,105000000
45247,15.48,140616000,2,3,70308000
45226,18.44,38400000,1,5,38400000
45212,16.21,68900000,1,5,68900000
45268,15.9,49000000,1,3,49000000
45268,8.74,258276300,3,5,86092100
45079,20.41,128000000,1,4,128000000
45205,19.85,42720000,1,3,42720000
45247,17.74,28800000,1,4,28800000
45233,14.3,46500000,1,5,46500000
45233,18.8,404123520,2,4,202061760
45261,5.65,121800000,1,4,121800000
45296,18.86,220000000,1,5,220000000
45268,17.24,399099000,2,4,199549500
45275,17.6,364000000,1,4,364000000
45142,19.67,386960000,1,4,386960000
45247,20.35,27000000,1,4,27000000
45226,17.88,30000000,1,2,30000000
45275,14,26968715,1,4,26968715
45261,18.05,500000000,1,4,500000000
45219,14,30520000,1,4,30520000
45233,19.3,110000000,1,4,110000000
45184,16.89,173000000,1,2,173000000
45275,5,188438507,3,5,62812835.67
45240,14.4,267050000,1,4,267050000
45093,14,90761000,1,3,90761000
44988,20.41,70000000,1,2,70000000
45226,4.9,175000000,1,3,175000000
45219,16.45,30200000,1,4,30200000
45275,16.84,46000000,1,3,46000000
45247,10.61,110000000,1,5,110000000
45212,16.75,109620000,1,3,109620000
45289,16.35,70000000,1,4,70000000
45261,6.82,182663000,1,4,182663000
45219,16,230000000,1,3,230000000
45212,5,96000000,1,4,96000000
45198,14,120000000,1,4,120000000
45198,14,46441220,1,4,46441220
45198,13.25,77300000,1,4,77300000
45198,18.05,235000000,1,4,235000000
45289,16.35,32521340,1,3,32521340
45282,17.26,260000000,2,4,130000000
45100,19.56,105000000,2,1,52500000
45289,16.9,261448600,1,3,261448600
45205,18.35,150000000,1,3,150000000
45219,13.54,90200000,1,3,90200000
45282,17.45,143032000,1,4,143032000
45198,9.41,109515910,2,5,54757955
45128,20.81,252314270,3,5,84104756.67
44967,12.75,86892000,2,5,43446000
45030,15.56,1253755250,15,3,83583683.33
45282,14,125280000,1,5,125280000
45198,17.35,22000000,1,3,22000000
45219,17.6,457569470,1,3,457569470
45198,8.9,98600000,1,5,98600000
45198,18.35,106000000,1,4,106000000
45226,8.9,62500000,1,5,62500000
45219,5,305407000,3,5,101802333.3
45191,17.5,1418161970,7,3,202594567.1
45226,14,98000000,1,5,98000000
45016,18.54,708106060,8,4,88513257.5
45289,17.6,159000000,1,4,159000000
45240,14,214800000,3,4,71600000
45100,17.68,1616706000,14,3,115479000
45282,16.98,116000000,2,3,58000000
45268,17.05,91999000,1,4,91999000
45261,18.35,80000000,1,3,80000000
45156,18.5,20000000,1,1,20000000
45261,17.6,123400000,1,4,123400000
45254,17.73,152000000,1,4,152000000
45275,15.9,10000000,1,3,10000000
45254,16,128992000,1,5,128992000
45212,18.35,100000000,1,3,100000000
45268,18.1,72000000,1,4,72000000
45205,14,84900000,1,3,84900000
45282,7.7,65400000,1,5,65400000
45275,17.24,485152937,2,3,242576468.5
45051,21.43,72894100,2,3,36447050
45233,16.4,360000000,1,4,360000000
45100,17.85,365000000,3,3,121666666.7
45275,14,87500000,1,4,87500000
45282,15,150000000,1,4,150000000
45289,14.3,106400000,1,3,106400000
45219,14,70000000,1,4,70000000
45233,17.6,125000000,1,4,125000000
45226,17.05,84510000,1,4,84510000
45268,10.1,262500000,1,5,262500000
45275,19.85,36527495,1,4,36527495
45268,14.4,70000000,1,4,70000000
45205,14.3,131500000,1,4,131500000
45205,16.9,19000000,1,1,19000000
44974,17.77,3268186750,16,4,204261671.9
45240,18.17,175000000,1,3,175000000
45289,5,64380000,1,5,64380000
45170,17.65,703534900,3,4,234511633.3
45282,5.65,100000000,1,4,100000000
45226,14,818131010,9,4,90903445.56
45233,18.05,290000000,1,4,290000000
45233,8.8,69600000,1,5,69600000
45142,14.61,364680880,4,4,91170220
45254,23.31,50000000,1,3,50000000
45254,14,41090000,1,1,41090000
45275,14,50000000,1,3,50000000
45275,14.24,541045187,7,5,77292169.57
45282,19.3,11500000,1,3,11500000
45205,8.8,74497000,1,4,74497000
45149,20.37,422930000,2,4,211465000
45156,17.72,4363453460,58,4,75231956.21
45289,7.7,76585000,1,5,76585000
45107,21.7,102600000,1,4,102600000
45247,14,100900000,1,3,100900000
45247,17.12,126700000,1,4,126700000
45233,5.61,155000000,2,3,77500000
45093,14,85000000,1,2,85000000
45261,18.05,45000000,1,1,45000000
45268,14,59000000,1,4,59000000
45233,14,25442670,1,5,25442670
45261,8.9,104600000,1,4,104600000
45289,12.62,90000000,1,4,90000000
45275,17.05,256676982,1,3,256676982
45086,19.99,255000000,1,4,255000000
44981,20.98,560500000,3,4,186833333.3
45016,17.95,313561500,3,3,104520500
45086,17.65,60000000,1,3,60000000
45107,16.43,13091433760,225,5,58184150.04
45198,16.75,41199000,1,3,41199000
45233,14,121800000,1,4,121800000
45261,17.6,451800000,1,4,451800000
45226,14,113200000,1,3,113200000
45226,8.9,61570000,1,4,61570000
45198,16.75,60200000,1,4,60200000
45240,18.45,109212030,1,3,109212030
45233,17.04,83336260,1,3,83336260
45261,13.25,100000000,1,3,100000000
45247,16.15,306000000,1,4,306000000
45240,17.18,420000000,1,4,420000000
45240,14,90000000,1,4,90000000
45296,8.85,170000000,1,5,170000000
45247,14,99200000,1,4,99200000
45212,18.05,38000000,1,3,38000000
45198,15.9,50000000,1,3,50000000
45254,17,56000000,1,3,56000000
45275,18.02,20103625,1,5,20103625
45205,5,69100000,1,4,69100000
45219,15.7,127000000,1,4,127000000
44988,18.72,60000000,1,5,60000000
45296,7.6,125280000,1,5,125280000
45212,18.58,240000000,1,5,240000000
45212,21,41100000,1,4,41100000
45289,5,389786000,4,4,97446500
45282,14,80000000,1,4,80000000
45240,15.12,15000000,1,4,15000000
45212,16.75,121800000,1,3,121800000
45254,18.45,120000000,1,4,120000000
45198,12.52,70000000,1,3,70000000
45261,14,93300000,1,4,93300000
45261,13.62,90000000,1,5,90000000
45282,9.45,198888510,2,4,99444255
45261,17.23,200000000,1,5,200000000
45261,5,121800000,1,4,121800000
45282,5,71030000,1,5,71030000
45282,16.5,160000000,1,4,160000000
45226,13.25,107000000,1,4,107000000
45261,17.6,150000000,1,4,150000000
45275,18.34,642000000,3,3,214000000
45219,18.07,267000000,2,4,133500000
45240,18.02,13000000,1,3,13000000
45268,17.23,230000000,1,4,230000000
45233,16.45,50000000,1,3,50000000
45275,19,18140369,1,2,18140369
45289,14.03,181440000,1,4,181440000
44974,18.3,120000000,1,2,120000000
45226,7.31,120000000,1,4,120000000
45121,19.35,122000000,2,2,61000000
45177,20.04,327992000,2,4,163996000
45198,17.98,788080000,4,4,197020000
45219,19.35,37000000,1,3,37000000
45219,18.3,219000000,2,4,109500000
45121,17.65,128800000,4,4,32200000
45282,15.4,200000000,1,4,200000000
45282,8.9,370814000,1,5,370814000
45289,14,105000000,1,5,105000000
45261,17,145000000,1,3,145000000
45268,5.75,86762000,1,4,86762000
45226,17.45,100000000,1,3,100000000
45107,14,235138000,2,4,117569000
45233,14,29000000,1,4,29000000
45205,19.35,95000000,2,3,47500000
45247,5,60600000,1,5,60600000
45233,5,52958640,1,4,52958640
45219,19.3,30000000,1,3,30000000
45226,18.16,31500000,1,4,31500000
45254,14,80000000,1,4,80000000
45289,15.45,38992000,1,4,38992000
45009,18.59,743354240,8,4,92919280
45261,15.95,17000000,1,3,17000000
45226,18.58,207829000,1,5,207829000
45212,7.31,177000000,1,4,177000000
45296,14,125200000,1,4,125200000
45240,8.8,104000000,1,5,104000000
44953,16,79499220,1,3,79499220
45261,17.61,128859000,1,4,128859000
45275,5,123279841,2,4,61639920.5
45058,17.1,600000000,1,1,600000000
45275,8.04,229366650,1,4,229366650
45282,16.15,378000000,1,4,378000000
45233,18.75,646905200,1,4,646905200
45198,5.9,520000000,1,4,520000000
45233,14.3,89810000,1,3,89810000
45233,15.5,100000000,1,3,100000000
45205,17.75,450000000,1,3,450000000
45233,18.05,420000000,1,4,420000000
45219,5,88000000,1,5,88000000
45254,5,139200000,1,5,139200000
45198,18,60000000,1,3,60000000
45261,6.9,190000000,1,5,190000000
45212,16.77,128000000,1,4,128000000
45296,17.9,255153120,2,3,127576560
45261,14,100000000,1,4,100000000
45205,18.05,400000000,1,4,400000000
45198,18.35,154000000,1,4,154000000
45205,16.36,81600000,2,4,40800000
44960,18.35,30000000,1,3,30000000
45289,17.88,45300000,1,4,45300000
45261,14,39496000,1,4,39496000
45268,5,121800000,1,4,121800000
45289,15.31,118200000,4,4,29550000
45114,19.99,645000000,3,4,215000000
45100,20.39,335900000,1,5,335900000
45282,14,155535520,2,4,77767760
45002,17.3,234000000,6,1,39000000
45219,6.82,350000000,1,4,350000000
45240,17,70000000,1,3,70000000
45198,18.55,70000000,1,4,70000000
45247,9.31,134555780,2,5,67277890
45205,14,52537600,1,4,52537600
45086,16.45,15000000,1,3,15000000
45254,14,117600000,1,4,117600000
45261,19.7,773500000,1,4,773500000
45037,19.2,11000000,1,1,11000000
45289,16.84,173824000,1,3,173824000
45289,17.6,340000000,1,3,340000000
45275,17.2,50000000,1,3,50000000
45226,17.6,187619600,1,4,187619600
45289,14,109700000,1,3,109700000
45030,16.1,270000000,1,3,270000000
45275,7.6,37473691,1,5,37473691
45282,8.7,65000000,1,5,65000000
45233,19.85,56800000,1,4,56800000
45191,19.51,160000000,3,2,53333333.33
45226,17.6,100000000,1,4,100000000
45275,7.7,10000000,1,4,10000000
45289,9.25,120000000,1,5,120000000
45016,12.75,170000000,3,4,56666666.67
45289,8.1,63800000,1,5,63800000
45233,13.25,80300000,1,4,80300000
45254,17.35,58000000,1,3,58000000
45205,17.55,40000000,1,4,40000000
45226,16.95,300000000,1,3,300000000
45226,18.5,16000000,1,3,16000000
45296,15.12,87500000,1,4,87500000
45226,18.05,25000000,1,2,25000000
45198,14,49583000,1,4,49583000
45170,15.5,30000000,1,3,30000000
45282,18.21,120000000,1,4,120000000
45275,18.25,631807948.4,3,4,210602649.5
45219,14,59160000,1,4,59160000
45212,9.9,56000000,1,5,56000000
45212,5,64759070,1,4,64759070
45289,14,204621000,2,4,102310500
45261,14,107730000,1,3,107730000
45240,16.75,15000000,1,1,15000000
45289,5,73253000,1,4,73253000
45079,17.1,475000000,2,4,237500000
45086,14,100530000,1,3,100530000
45212,17.74,38900000,1,4,38900000
45212,18.45,120000000,1,4,120000000
45233,13.25,140000000,1,4,140000000
45212,12.75,38367000,1,5,38367000
45072,17.97,2348000000,8,4,293500000
45261,17.69,1522732990,8,5,190341623.8
45247,17,130000000,1,3,130000000
45254,5,96000000,1,5,96000000
44967,20.41,130000000,1,4,130000000
45296,19,106400000,1,4,106400000
45198,12.75,180000000,1,4,180000000
44995,18.85,60000000,1,4,60000000
45296,17.95,84500000,3,3,28166666.67
45282,8.65,160000000,1,4,160000000
45198,18.26,838900000,5,4,167780000
45282,7.6,109620000,1,5,109620000
45205,17.6,232000000,1,4,232000000
45282,18.72,200000000,1,5,200000000
45254,8.8,55583170,1,5,55583170
45086,17.25,100000000,1,1,100000000
45233,5.75,66915000,1,5,66915000
45289,17.23,135000000,1,4,135000000
45282,13.25,87300000,1,4,87300000
45261,19.3,12300000,1,1,12300000
45205,5,62355000,1,5,62355000
45282,17.08,646300000,3,4,215433333.3
45268,14,115000000,1,4,115000000
45240,17.6,70000000,1,3,70000000
45282,14,106680000,1,4,106680000
45233,19.09,30000000,1,3,30000000
45233,17.88,150000000,1,4,150000000
45289,15.46,102200000,1,5,102200000
45275,14.5,195221997,3,5,65073999
45240,17.6,161144510,1,4,161144510
45219,16.85,102528300,1,4,102528300
45205,18.35,170000000,1,4,170000000
45296,14,110000000,1,4,110000000
45268,13.61,181388000,2,4,90694000
45240,14,100000000,1,4,100000000
45296,14.23,746468943,9,4,82940993.67
45275,5,101407114,2,4,50703557
45212,14,185000000,1,3,185000000
45212,5,49972000,1,4,49972000
45205,17.63,395000000,1,3,395000000
45198,14,49955900,1,5,49955900
45212,19.3,22000000,1,2,22000000
45289,4.75,80000000,1,4,80000000
44981,17,336335990,1,4,336335990
45289,17.87,234500000,1,4,234500000
45149,17.2,228000000,1,2,228000000
45198,17.9,100000000,1,4,100000000
45226,17.07,350000000,1,4,350000000
45198,14,12296000,1,3,12296000
44988,18.15,154000000,2,4,77000000
45107,14,97300000,1,3,97300000
45226,17.35,15000000,1,1,15000000
45198,18.35,70000000,1,3,70000000
45212,8.8,83028240,1,5,83028240
45289,17.71,168000000,1,4,168000000
45289,16.55,280000000,1,4,280000000
45275,18.02,10212991,1,4,10212991
45275,5,46082742,1,4,46082742
45261,14.8,108790000,1,4,108790000
45282,19.35,106000000,1,3,106000000
45065,21.3,153040950,2,3,76520475
45254,5,121000000,1,3,121000000
45247,9.24,211659870,4,5,52914967.5
45289,5,89500000,1,4,89500000
45149,17.33,1240418000,3,4,413472666.7
45261,16.8,54000000,1,3,54000000
45198,6.9,279000000,1,5,279000000
45247,9.85,108000000,1,5,108000000
45198,18.3,60000000,1,3,60000000
45023,20.3,10000000,1,3,10000000
45247,16.05,141000000,1,3,141000000
45296,19.3,20000000,1,3,20000000
45254,20.41,50000000,1,1,50000000
45247,5.75,90115000,1,5,90115000
45198,15.75,100000000,1,3,100000000
45254,8.8,58456000,1,5,58456000
45233,14,102200000,1,5,102200000
45289,5,89860060,1,4,89860060
45275,15.75,92777899,1,4,92777899
45254,19.35,20000000,1,1,20000000
45296,14,85000000,1,4,85000000
45261,16.75,65402100,1,4,65402100
45219,10.41,50000000,1,5,50000000
45261,16.15,90000000,1,4,90000000
45254,18.45,150000000,1,3,150000000
45219,17.6,196000000,1,4,196000000
45261,18.05,60000000,1,3,60000000
45296,17.6,94380750,1,4,94380750
45282,14,83520000,1,4,83520000
45226,14.35,602050000,7,4,86007142.86
45219,15.18,723922750,2,4,361961375
45128,16,27000000,1,2,27000000
45261,10.1,362367000,1,4,362367000
45261,16.04,300000000,1,3,300000000
45212,19.08,205500000,2,4,102750000
45233,17.25,212499000,1,4,212499000
45247,9.9,350000000,1,5,350000000
45275,15.75,128063100,1,3,128063100
45240,16.15,80000000,1,4,80000000
45247,14,60590000,1,4,60590000
45065,19.95,3300179330,20,3,165008966.5
45198,4.96,95256000,1,4,95256000
45233,17.6,141153800,1,4,141153800
45261,6.07,226400000,1,5,226400000
45233,13.21,85000000,1,4,85000000
45275,14,109048701,2,4,54524350.5
45254,14,100000000,1,4,100000000
45233,19.35,128000000,1,3,128000000
45198,17.88,31700000,1,5,31700000
45198,15.22,157801800,3,4,52600600
45198,8.8,28560000,1,4,28560000
45275,8.65,170000000,1,5,170000000
45233,17.77,260951700,3,3,86983900
45282,15.04,99850000,1,3,99850000
45268,17.65,100000000,1,4,100000000
45282,18.05,63893200,1,3,63893200
45289,19.3,12000000,1,1,12000000
45205,16.75,69000000,1,4,69000000
45177,18.75,206850000,1,3,206850000
45247,18.45,175000000,1,4,175000000
45247,14,62325780,1,4,62325780
45275,17.6,359891202,1,4,359891202
45261,14,79764000,1,4,79764000
45282,17.6,235000000,1,4,235000000
45233,15.5,220000000,1,3,220000000
45282,17.45,138620000,1,4,138620000
45261,19.06,180000000,1,4,180000000
45275,8.4,116320000,2,5,58160000
45233,16.84,280000000,1,3,280000000
45226,14.8,199750000,1,4,199750000
45240,17,50000000,1,1,50000000
45205,19.85,24050000,1,3,24050000
45268,21.33,28000000,1,1,28000000
45254,14,105375520,1,4,105375520
45086,18.65,40000000,1,2,40000000
45261,15.25,109620000,1,1,109620000
45226,19.2,103950000,1,4,103950000
45289,5.9,100000000,1,5,100000000
45240,18.5,45000000,1,3,45000000
45240,19.05,150000000,1,4,150000000
45086,17.29,2987448000,22,3,135793090.9
45198,14,72619000,1,3,72619000
45240,19.84,150000000,1,5,150000000
45268,17.6,150000000,1,4,150000000
45212,16.35,204000000,1,5,204000000
45233,18.75,10000000,1,1,10000000
45233,16.65,160000000,1,4,160000000
45163,15.08,347742500,4,1,86935625
45261,17.9,95000000,1,4,95000000
45275,14.7,126600000,1,4,126600000
45261,15.7,315000000,1,4,315000000
45275,17.6,102999958,1,4,102999958
45261,17.6,240361800,1,4,240361800
45261,19.35,120000000,1,3,120000000
45254,5.75,90115000,1,5,90115000
45254,16.75,100000000,1,4,100000000
45254,5,638119600,6,5,106353266.7
45009,17,805000000,1,4,805000000
45093,17.15,240000000,1,1,240000000
45226,18.2,100000000,1,4,100000000
45219,19.84,70000000,1,3,70000000
45247,21,62700000,1,4,62700000
45268,15.31,45200000,1,4,45200000
45212,19.35,200000000,1,1,200000000
45198,13.49,120000000,1,4,120000000
45268,14,95487000,1,4,95487000
45226,16.49,600000000,1,4,600000000
